experiment_dir,source_file,source_name,plate_id,time_hr,read_datetime,actual_temperature,excitation_emission,row_id,col_id,well_id,sample_label,treatment,shell_color,treatment_group,size_mm,weight_mg,is_blank,layout_status,duplicate_timepoint,value,delta_value,mean_blank_value,normalized_value
20260330-clam-40C-C-vs-S,/home/sam/gitrepos/RobertsLab/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-C-blue-T0.0.txt,plate-C-blue-T0.0.txt,c-blue,0,2026-03-30T10:22:35Z,20.8,"528/20,528/20",A,1,A1,NA,control,blue,control,NA,NA,FALSE,parsed_table,FALSE,230,0,185.25,1.2415654520917678
20260330-clam-40C-C-vs-S,/home/sam/gitrepos/RobertsLab/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-C-blue-T0.5.txt,plate-C-blue-T0.5.txt,c-blue,0.5,2026-03-30T10:56:58Z,21.7,"528/20,528/20",A,1,A1,NA,control,blue,control,NA,NA,FALSE,parsed_table,FALSE,1947,1717,178.75,10.892307692307693
20260330-clam-40C-C-vs-S,/home/sam/gitrepos/RobertsLab/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-C-blue-T1.0.txt,plate-C-blue-T1.0.txt,c-blue,1,2026-03-30T11:32:17Z,22.8,"528/20,528/20",A,1,A1,NA,control,blue,control,NA,NA,FALSE,parsed_table,FALSE,3534,1587,177,19.966101694915253
20260330-clam-40C-C-vs-S,/home/sam/gitrepos/RobertsLab/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-C-blue-T2.0.txt,plate-C-blue-T2.0.txt,c-blue,2,2026-03-30T12:37:14Z,23.9,"528/20,528/20",A,1,A1,NA,control,blue,control,NA,NA,FALSE,parsed_table,FALSE,5797,2263,175,33.12571428571429
20260330-clam-40C-C-vs-S,/home/sam/gitrepos/RobertsLab/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-C-blue-T0.0.txt,plate-C-blue-T0.0.txt,c-blue,0,2026-03-30T10:22:35Z,20.8,"528/20,528/20",A,2,A2,NA,control,blue,control,NA,NA,FALSE,parsed_table,FALSE,304,0,185.25,1.641025641025641
20260330-clam-40C-C-vs-S,/home/sam/gitrepos/RobertsLab/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-C-blue-T0.5.txt,plate-C-blue-T0.5.txt,c-blue,0.5,2026-03-30T10:56:58Z,21.7,"528/20,528/20",A,2,A2,NA,control,blue,control,NA,NA,FALSE,parsed_table,FALSE,1722,1418,178.75,9.633566433566434
20260330-clam-40C-C-vs-S,/home/sam/gitrepos/RobertsLab/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-C-blue-T1.0.txt,plate-C-blue-T1.0.txt,c-blue,1,2026-03-30T11:32:17Z,22.8,"528/20,528/20",A,2,A2,NA,control,blue,control,NA,NA,FALSE,parsed_table,FALSE,4702,2980,177,26.56497175141243
20260330-clam-40C-C-vs-S,/home/sam/gitrepos/RobertsLab/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-C-blue-T2.0.txt,plate-C-blue-T2.0.txt,c-blue,2,2026-03-30T12:37:14Z,23.9,"528/20,528/20",A,2,A2,NA,control,blue,control,NA,NA,FALSE,parsed_table,FALSE,7279,2577,175,41.59428571428571
20260330-clam-40C-C-vs-S,/home/sam/gitrepos/RobertsLab/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-C-blue-T0.0.txt,plate-C-blue-T0.0.txt,c-blue,0,2026-03-30T10:22:35Z,20.8,"528/20,528/20",A,3,A3,NA,control,blue,control,NA,NA,FALSE,parsed_table,FALSE,253,0,185.25,1.3657219973009447
20260330-clam-40C-C-vs-S,/home/sam/gitrepos/RobertsLab/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-C-blue-T0.5.txt,plate-C-blue-T0.5.txt,c-blue,0.5,2026-03-30T10:56:58Z,21.7,"528/20,528/20",A,3,A3,NA,control,blue,control,NA,NA,FALSE,parsed_table,FALSE,4583,4330,178.75,25.63916083916084
20260330-clam-40C-C-vs-S,/home/sam/gitrepos/RobertsLab/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-C-blue-T1.0.txt,plate-C-blue-T1.0.txt,c-blue,1,2026-03-30T11:32:17Z,22.8,"528/20,528/20",A,3,A3,NA,control,blue,control,NA,NA,FALSE,parsed_table,FALSE,9066,4483,177,51.220338983050844
20260330-clam-40C-C-vs-S,/home/sam/gitrepos/RobertsLab/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-C-blue-T2.0.txt,plate-C-blue-T2.0.txt,c-blue,2,2026-03-30T12:37:14Z,23.9,"528/20,528/20",A,3,A3,NA,control,blue,control,NA,NA,FALSE,parsed_table,FALSE,10538,1472,175,60.21714285714286
20260330-clam-40C-C-vs-S,/home/sam/gitrepos/RobertsLab/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-C-blue-T0.0.txt,plate-C-blue-T0.0.txt,c-blue,0,2026-03-30T10:22:35Z,20.8,"528/20,528/20",A,4,A4,NA,control,blue,control,NA,NA,FALSE,parsed_table,FALSE,376,0,185.25,2.029689608636977
20260330-clam-40C-C-vs-S,/home/sam/gitrepos/RobertsLab/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-C-blue-T0.5.txt,plate-C-blue-T0.5.txt,c-blue,0.5,2026-03-30T10:56:58Z,21.7,"528/20,528/20",A,4,A4,NA,control,blue,control,NA,NA,FALSE,parsed_table,FALSE,5998,5622,178.75,33.55524475524476
20260330-clam-40C-C-vs-S,/home/sam/gitrepos/RobertsLab/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-C-blue-T1.0.txt,plate-C-blue-T1.0.txt,c-blue,1,2026-03-30T11:32:17Z,22.8,"528/20,528/20",A,4,A4,NA,control,blue,control,NA,NA,FALSE,parsed_table,FALSE,9375,3377,177,52.96610169491525
20260330-clam-40C-C-vs-S,/home/sam/gitrepos/RobertsLab/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-C-blue-T2.0.txt,plate-C-blue-T2.0.txt,c-blue,2,2026-03-30T12:37:14Z,23.9,"528/20,528/20",A,4,A4,NA,control,blue,control,NA,NA,FALSE,parsed_table,FALSE,10037,662,175,57.354285714285716
20260330-clam-40C-C-vs-S,/home/sam/gitrepos/RobertsLab/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-C-blue-T0.0.txt,plate-C-blue-T0.0.txt,c-blue,0,2026-03-30T10:22:35Z,20.8,"528/20,528/20",A,5,A5,NA,control,blue,control,NA,NA,FALSE,parsed_table,FALSE,389,0,185.25,2.099865047233468
20260330-clam-40C-C-vs-S,/home/sam/gitrepos/RobertsLab/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-C-blue-T0.5.txt,plate-C-blue-T0.5.txt,c-blue,0.5,2026-03-30T10:56:58Z,21.7,"528/20,528/20",A,5,A5,NA,control,blue,control,NA,NA,FALSE,parsed_table,FALSE,2759,2370,178.75,15.434965034965035
20260330-clam-40C-C-vs-S,/home/sam/gitrepos/RobertsLab/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-C-blue-T1.0.txt,plate-C-blue-T1.0.txt,c-blue,1,2026-03-30T11:32:17Z,22.8,"528/20,528/20",A,5,A5,NA,control,blue,control,NA,NA,FALSE,parsed_table,FALSE,6413,3654,177,36.23163841807909
20260330-clam-40C-C-vs-S,/home/sam/gitrepos/RobertsLab/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-C-blue-T2.0.txt,plate-C-blue-T2.0.txt,c-blue,2,2026-03-30T12:37:14Z,23.9,"528/20,528/20",A,5,A5,NA,control,blue,control,NA,NA,FALSE,parsed_table,FALSE,9012,2599,175,51.497142857142855
20260330-clam-40C-C-vs-S,/home/sam/gitrepos/RobertsLab/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-C-blue-T0.0.txt,plate-C-blue-T0.0.txt,c-blue,0,2026-03-30T10:22:35Z,20.8,"528/20,528/20",A,6,A6,NA,NA,NA,NA,NA,NA,TRUE,parsed_table,FALSE,184,0,185.25,0.9932523616734144
20260330-clam-40C-C-vs-S,/home/sam/gitrepos/RobertsLab/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-C-blue-T0.5.txt,plate-C-blue-T0.5.txt,c-blue,0.5,2026-03-30T10:56:58Z,21.7,"528/20,528/20",A,6,A6,NA,NA,NA,NA,NA,NA,TRUE,parsed_table,FALSE,176,-8,178.75,0.9846153846153847
20260330-clam-40C-C-vs-S,/home/sam/gitrepos/RobertsLab/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-C-blue-T1.0.txt,plate-C-blue-T1.0.txt,c-blue,1,2026-03-30T11:32:17Z,22.8,"528/20,528/20",A,6,A6,NA,NA,NA,NA,NA,NA,TRUE,parsed_table,FALSE,175,-1,177,0.9887005649717514
20260330-clam-40C-C-vs-S,/home/sam/gitrepos/RobertsLab/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-C-blue-T2.0.txt,plate-C-blue-T2.0.txt,c-blue,2,2026-03-30T12:37:14Z,23.9,"528/20,528/20",A,6,A6,NA,NA,NA,NA,NA,NA,TRUE,parsed_table,FALSE,178,3,175,1.0171428571428571
20260330-clam-40C-C-vs-S,/home/sam/gitrepos/RobertsLab/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-C-blue-T0.0.txt,plate-C-blue-T0.0.txt,c-blue,0,2026-03-30T10:22:35Z,20.8,"528/20,528/20",B,1,B1,NA,control,blue,control,NA,NA,FALSE,parsed_table,FALSE,278,0,185.25,1.5006747638326585
20260330-clam-40C-C-vs-S,/home/sam/gitrepos/RobertsLab/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-C-blue-T0.5.txt,plate-C-blue-T0.5.txt,c-blue,0.5,2026-03-30T10:56:58Z,21.7,"528/20,528/20",B,1,B1,NA,control,blue,control,NA,NA,FALSE,parsed_table,FALSE,2793,2515,178.75,15.625174825174826
20260330-clam-40C-C-vs-S,/home/sam/gitrepos/RobertsLab/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-C-blue-T1.0.txt,plate-C-blue-T1.0.txt,c-blue,1,2026-03-30T11:32:17Z,22.8,"528/20,528/20",B,1,B1,NA,control,blue,control,NA,NA,FALSE,parsed_table,FALSE,4460,1667,177,25.19774011299435
20260330-clam-40C-C-vs-S,/home/sam/gitrepos/RobertsLab/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-C-blue-T2.0.txt,plate-C-blue-T2.0.txt,c-blue,2,2026-03-30T12:37:14Z,23.9,"528/20,528/20",B,1,B1,NA,control,blue,control,NA,NA,FALSE,parsed_table,FALSE,6610,2150,175,37.77142857142857
20260330-clam-40C-C-vs-S,/home/sam/gitrepos/RobertsLab/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-C-blue-T0.0.txt,plate-C-blue-T0.0.txt,c-blue,0,2026-03-30T10:22:35Z,20.8,"528/20,528/20",B,2,B2,NA,control,blue,control,NA,NA,FALSE,parsed_table,FALSE,493,0,185.25,2.661268556005398
20260330-clam-40C-C-vs-S,/home/sam/gitrepos/RobertsLab/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-C-blue-T0.5.txt,plate-C-blue-T0.5.txt,c-blue,0.5,2026-03-30T10:56:58Z,21.7,"528/20,528/20",B,2,B2,NA,control,blue,control,NA,NA,FALSE,parsed_table,FALSE,2999,2506,178.75,16.77762237762238
20260330-clam-40C-C-vs-S,/home/sam/gitrepos/RobertsLab/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-C-blue-T1.0.txt,plate-C-blue-T1.0.txt,c-blue,1,2026-03-30T11:32:17Z,22.8,"528/20,528/20",B,2,B2,NA,control,blue,control,NA,NA,FALSE,parsed_table,FALSE,7997,4998,177,45.18079096045198
20260330-clam-40C-C-vs-S,/home/sam/gitrepos/RobertsLab/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-C-blue-T2.0.txt,plate-C-blue-T2.0.txt,c-blue,2,2026-03-30T12:37:14Z,23.9,"528/20,528/20",B,2,B2,NA,control,blue,control,NA,NA,FALSE,parsed_table,FALSE,9830,1833,175,56.17142857142857
20260330-clam-40C-C-vs-S,/home/sam/gitrepos/RobertsLab/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-C-blue-T0.0.txt,plate-C-blue-T0.0.txt,c-blue,0,2026-03-30T10:22:35Z,20.8,"528/20,528/20",B,3,B3,NA,control,blue,control,NA,NA,FALSE,parsed_table,FALSE,233,0,185.25,1.2577597840755737
20260330-clam-40C-C-vs-S,/home/sam/gitrepos/RobertsLab/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-C-blue-T0.5.txt,plate-C-blue-T0.5.txt,c-blue,0.5,2026-03-30T10:56:58Z,21.7,"528/20,528/20",B,3,B3,NA,control,blue,control,NA,NA,FALSE,parsed_table,FALSE,1109,876,178.75,6.2041958041958045
20260330-clam-40C-C-vs-S,/home/sam/gitrepos/RobertsLab/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-C-blue-T1.0.txt,plate-C-blue-T1.0.txt,c-blue,1,2026-03-30T11:32:17Z,22.8,"528/20,528/20",B,3,B3,NA,control,blue,control,NA,NA,FALSE,parsed_table,FALSE,2509,1400,177,14.175141242937853
20260330-clam-40C-C-vs-S,/home/sam/gitrepos/RobertsLab/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-C-blue-T2.0.txt,plate-C-blue-T2.0.txt,c-blue,2,2026-03-30T12:37:14Z,23.9,"528/20,528/20",B,3,B3,NA,control,blue,control,NA,NA,FALSE,parsed_table,FALSE,5650,3141,175,32.285714285714285
20260330-clam-40C-C-vs-S,/home/sam/gitrepos/RobertsLab/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-C-blue-T0.0.txt,plate-C-blue-T0.0.txt,c-blue,0,2026-03-30T10:22:35Z,20.8,"528/20,528/20",B,4,B4,NA,control,blue,control,NA,NA,FALSE,parsed_table,FALSE,302,0,185.25,1.630229419703104
20260330-clam-40C-C-vs-S,/home/sam/gitrepos/RobertsLab/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-C-blue-T0.5.txt,plate-C-blue-T0.5.txt,c-blue,0.5,2026-03-30T10:56:58Z,21.7,"528/20,528/20",B,4,B4,NA,control,blue,control,NA,NA,FALSE,parsed_table,FALSE,899,597,178.75,5.0293706293706295
20260330-clam-40C-C-vs-S,/home/sam/gitrepos/RobertsLab/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-C-blue-T1.0.txt,plate-C-blue-T1.0.txt,c-blue,1,2026-03-30T11:32:17Z,22.8,"528/20,528/20",B,4,B4,NA,control,blue,control,NA,NA,FALSE,parsed_table,FALSE,1592,693,177,8.994350282485875
20260330-clam-40C-C-vs-S,/home/sam/gitrepos/RobertsLab/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-C-blue-T2.0.txt,plate-C-blue-T2.0.txt,c-blue,2,2026-03-30T12:37:14Z,23.9,"528/20,528/20",B,4,B4,NA,control,blue,control,NA,NA,FALSE,parsed_table,FALSE,3187,1595,175,18.21142857142857
20260330-clam-40C-C-vs-S,/home/sam/gitrepos/RobertsLab/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-C-blue-T0.0.txt,plate-C-blue-T0.0.txt,c-blue,0,2026-03-30T10:22:35Z,20.8,"528/20,528/20",B,5,B5,NA,control,blue,control,NA,NA,FALSE,parsed_table,FALSE,232,0,185.25,1.252361673414305
20260330-clam-40C-C-vs-S,/home/sam/gitrepos/RobertsLab/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-C-blue-T0.5.txt,plate-C-blue-T0.5.txt,c-blue,0.5,2026-03-30T10:56:58Z,21.7,"528/20,528/20",B,5,B5,NA,control,blue,control,NA,NA,FALSE,parsed_table,FALSE,4421,4189,178.75,24.73286713286713
20260330-clam-40C-C-vs-S,/home/sam/gitrepos/RobertsLab/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-C-blue-T1.0.txt,plate-C-blue-T1.0.txt,c-blue,1,2026-03-30T11:32:17Z,22.8,"528/20,528/20",B,5,B5,NA,control,blue,control,NA,NA,FALSE,parsed_table,FALSE,9703,5282,177,54.81920903954802
20260330-clam-40C-C-vs-S,/home/sam/gitrepos/RobertsLab/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-C-blue-T2.0.txt,plate-C-blue-T2.0.txt,c-blue,2,2026-03-30T12:37:14Z,23.9,"528/20,528/20",B,5,B5,NA,control,blue,control,NA,NA,FALSE,parsed_table,FALSE,10100,397,175,57.714285714285715
20260330-clam-40C-C-vs-S,/home/sam/gitrepos/RobertsLab/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-C-blue-T0.0.txt,plate-C-blue-T0.0.txt,c-blue,0,2026-03-30T10:22:35Z,20.8,"528/20,528/20",B,6,B6,NA,NA,NA,NA,NA,NA,TRUE,parsed_table,FALSE,181,0,185.25,0.9770580296896086
20260330-clam-40C-C-vs-S,/home/sam/gitrepos/RobertsLab/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-C-blue-T0.5.txt,plate-C-blue-T0.5.txt,c-blue,0.5,2026-03-30T10:56:58Z,21.7,"528/20,528/20",B,6,B6,NA,NA,NA,NA,NA,NA,TRUE,parsed_table,FALSE,179,-2,178.75,1.0013986013986014
20260330-clam-40C-C-vs-S,/home/sam/gitrepos/RobertsLab/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-C-blue-T1.0.txt,plate-C-blue-T1.0.txt,c-blue,1,2026-03-30T11:32:17Z,22.8,"528/20,528/20",B,6,B6,NA,NA,NA,NA,NA,NA,TRUE,parsed_table,FALSE,178,-1,177,1.0056497175141244
20260330-clam-40C-C-vs-S,/home/sam/gitrepos/RobertsLab/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-C-blue-T2.0.txt,plate-C-blue-T2.0.txt,c-blue,2,2026-03-30T12:37:14Z,23.9,"528/20,528/20",B,6,B6,NA,NA,NA,NA,NA,NA,TRUE,parsed_table,FALSE,182,4,175,1.04
20260330-clam-40C-C-vs-S,/home/sam/gitrepos/RobertsLab/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-C-blue-T0.0.txt,plate-C-blue-T0.0.txt,c-blue,0,2026-03-30T10:22:35Z,20.8,"528/20,528/20",C,1,C1,NA,control,blue,control,NA,NA,FALSE,parsed_table,FALSE,256,0,185.25,1.3819163292847503
20260330-clam-40C-C-vs-S,/home/sam/gitrepos/RobertsLab/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-C-blue-T0.5.txt,plate-C-blue-T0.5.txt,c-blue,0.5,2026-03-30T10:56:58Z,21.7,"528/20,528/20",C,1,C1,NA,control,blue,control,NA,NA,FALSE,parsed_table,FALSE,1506,1250,178.75,8.425174825174825
20260330-clam-40C-C-vs-S,/home/sam/gitrepos/RobertsLab/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-C-blue-T1.0.txt,plate-C-blue-T1.0.txt,c-blue,1,2026-03-30T11:32:17Z,22.8,"528/20,528/20",C,1,C1,NA,control,blue,control,NA,NA,FALSE,parsed_table,FALSE,3459,1953,177,19.54237288135593
20260330-clam-40C-C-vs-S,/home/sam/gitrepos/RobertsLab/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-C-blue-T2.0.txt,plate-C-blue-T2.0.txt,c-blue,2,2026-03-30T12:37:14Z,23.9,"528/20,528/20",C,1,C1,NA,control,blue,control,NA,NA,FALSE,parsed_table,FALSE,5222,1763,175,29.84
20260330-clam-40C-C-vs-S,/home/sam/gitrepos/RobertsLab/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-C-blue-T0.0.txt,plate-C-blue-T0.0.txt,c-blue,0,2026-03-30T10:22:35Z,20.8,"528/20,528/20",C,2,C2,NA,control,blue,control,NA,NA,FALSE,parsed_table,FALSE,570,0,185.25,3.076923076923077
20260330-clam-40C-C-vs-S,/home/sam/gitrepos/RobertsLab/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-C-blue-T0.5.txt,plate-C-blue-T0.5.txt,c-blue,0.5,2026-03-30T10:56:58Z,21.7,"528/20,528/20",C,2,C2,NA,control,blue,control,NA,NA,FALSE,parsed_table,FALSE,2909,2339,178.75,16.274125874125875
20260330-clam-40C-C-vs-S,/home/sam/gitrepos/RobertsLab/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-C-blue-T1.0.txt,plate-C-blue-T1.0.txt,c-blue,1,2026-03-30T11:32:17Z,22.8,"528/20,528/20",C,2,C2,NA,control,blue,control,NA,NA,FALSE,parsed_table,FALSE,5130,2221,177,28.983050847457626
20260330-clam-40C-C-vs-S,/home/sam/gitrepos/RobertsLab/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-C-blue-T2.0.txt,plate-C-blue-T2.0.txt,c-blue,2,2026-03-30T12:37:14Z,23.9,"528/20,528/20",C,2,C2,NA,control,blue,control,NA,NA,FALSE,parsed_table,FALSE,8117,2987,175,46.38285714285714
20260330-clam-40C-C-vs-S,/home/sam/gitrepos/RobertsLab/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-C-blue-T0.0.txt,plate-C-blue-T0.0.txt,c-blue,0,2026-03-30T10:22:35Z,20.8,"528/20,528/20",C,3,C3,NA,control,blue,control,NA,NA,FALSE,parsed_table,FALSE,265,0,185.25,1.4304993252361673
20260330-clam-40C-C-vs-S,/home/sam/gitrepos/RobertsLab/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-C-blue-T0.5.txt,plate-C-blue-T0.5.txt,c-blue,0.5,2026-03-30T10:56:58Z,21.7,"528/20,528/20",C,3,C3,NA,control,blue,control,NA,NA,FALSE,parsed_table,FALSE,937,672,178.75,5.241958041958042
20260330-clam-40C-C-vs-S,/home/sam/gitrepos/RobertsLab/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-C-blue-T1.0.txt,plate-C-blue-T1.0.txt,c-blue,1,2026-03-30T11:32:17Z,22.8,"528/20,528/20",C,3,C3,NA,control,blue,control,NA,NA,FALSE,parsed_table,FALSE,1619,682,177,9.146892655367232
20260330-clam-40C-C-vs-S,/home/sam/gitrepos/RobertsLab/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-C-blue-T2.0.txt,plate-C-blue-T2.0.txt,c-blue,2,2026-03-30T12:37:14Z,23.9,"528/20,528/20",C,3,C3,NA,control,blue,control,NA,NA,FALSE,parsed_table,FALSE,3887,2268,175,22.21142857142857
20260330-clam-40C-C-vs-S,/home/sam/gitrepos/RobertsLab/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-C-blue-T0.0.txt,plate-C-blue-T0.0.txt,c-blue,0,2026-03-30T10:22:35Z,20.8,"528/20,528/20",C,4,C4,NA,control,blue,control,NA,NA,FALSE,parsed_table,FALSE,345,0,185.25,1.8623481781376519
20260330-clam-40C-C-vs-S,/home/sam/gitrepos/RobertsLab/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-C-blue-T0.5.txt,plate-C-blue-T0.5.txt,c-blue,0.5,2026-03-30T10:56:58Z,21.7,"528/20,528/20",C,4,C4,NA,control,blue,control,NA,NA,FALSE,parsed_table,FALSE,3452,3107,178.75,19.311888111888113
20260330-clam-40C-C-vs-S,/home/sam/gitrepos/RobertsLab/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-C-blue-T1.0.txt,plate-C-blue-T1.0.txt,c-blue,1,2026-03-30T11:32:17Z,22.8,"528/20,528/20",C,4,C4,NA,control,blue,control,NA,NA,FALSE,parsed_table,FALSE,4905,1453,177,27.71186440677966
20260330-clam-40C-C-vs-S,/home/sam/gitrepos/RobertsLab/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-C-blue-T2.0.txt,plate-C-blue-T2.0.txt,c-blue,2,2026-03-30T12:37:14Z,23.9,"528/20,528/20",C,4,C4,NA,control,blue,control,NA,NA,FALSE,parsed_table,FALSE,6676,1771,175,38.14857142857143
20260330-clam-40C-C-vs-S,/home/sam/gitrepos/RobertsLab/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-C-blue-T0.0.txt,plate-C-blue-T0.0.txt,c-blue,0,2026-03-30T10:22:35Z,20.8,"528/20,528/20",C,5,C5,NA,control,blue,control,NA,NA,FALSE,parsed_table,FALSE,308,0,185.25,1.6626180836707152
20260330-clam-40C-C-vs-S,/home/sam/gitrepos/RobertsLab/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-C-blue-T0.5.txt,plate-C-blue-T0.5.txt,c-blue,0.5,2026-03-30T10:56:58Z,21.7,"528/20,528/20",C,5,C5,NA,control,blue,control,NA,NA,FALSE,parsed_table,FALSE,2383,2075,178.75,13.33146853146853
20260330-clam-40C-C-vs-S,/home/sam/gitrepos/RobertsLab/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-C-blue-T1.0.txt,plate-C-blue-T1.0.txt,c-blue,1,2026-03-30T11:32:17Z,22.8,"528/20,528/20",C,5,C5,NA,control,blue,control,NA,NA,FALSE,parsed_table,FALSE,5909,3526,177,33.38418079096045
20260330-clam-40C-C-vs-S,/home/sam/gitrepos/RobertsLab/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-C-blue-T2.0.txt,plate-C-blue-T2.0.txt,c-blue,2,2026-03-30T12:37:14Z,23.9,"528/20,528/20",C,5,C5,NA,control,blue,control,NA,NA,FALSE,parsed_table,FALSE,8917,3008,175,50.95428571428572
20260330-clam-40C-C-vs-S,/home/sam/gitrepos/RobertsLab/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-C-blue-T0.0.txt,plate-C-blue-T0.0.txt,c-blue,0,2026-03-30T10:22:35Z,20.8,"528/20,528/20",C,6,C6,NA,NA,NA,NA,NA,NA,TRUE,parsed_table,FALSE,188,0,185.25,1.0148448043184886
20260330-clam-40C-C-vs-S,/home/sam/gitrepos/RobertsLab/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-C-blue-T0.5.txt,plate-C-blue-T0.5.txt,c-blue,0.5,2026-03-30T10:56:58Z,21.7,"528/20,528/20",C,6,C6,NA,NA,NA,NA,NA,NA,TRUE,parsed_table,FALSE,181,-7,178.75,1.0125874125874126
20260330-clam-40C-C-vs-S,/home/sam/gitrepos/RobertsLab/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-C-blue-T1.0.txt,plate-C-blue-T1.0.txt,c-blue,1,2026-03-30T11:32:17Z,22.8,"528/20,528/20",C,6,C6,NA,NA,NA,NA,NA,NA,TRUE,parsed_table,FALSE,177,-4,177,1
20260330-clam-40C-C-vs-S,/home/sam/gitrepos/RobertsLab/resazurin-assay-development/data/clam/20260330-clam-40C-C-vs-S/plate-C-blue-T2.0.txt,plate-C-blue-T2.0.txt,c-blue,2,2026-03-30T12:37:14Z,23.9,"528/20,528/20",C,6,C6,NA,NA,NA,NA,NA,NA,TRUE,parsed_table,FALSE,169,-8,175,0.9657142857142857
