imageJ_ID,Area,sample_ID.group
1,77.234,37
2,134.178,35
3,150.81,34
4,70.79,36
5,132.896,39
6,111.708,40
7,124.904,38
8,67.008,41
9,129.47,42
10,101.173,44
11,86.254,43
