imageJ_ID,Area,sample_ID.group
1,145.403,45
2,77.488,47
3,118.981,46
4,68.083,48
5,114,50
6,157.365,51
7,145.701,49
8,120.895,52
9,130.547,53
10,88.552,55
11,98.634,54
