imageJ_ID,Area,sample_ID.group
1,142.876,1
2,75.343,4
3,92.319,3
4,71.137,2
5,101.807,5
6,143.198,6
7,119.68,7
8,101.457,8
9,163.33,9
10,197.328,10
11,140.909,11
