imageJ_ID,Area,sample_ID.group
1,102.947,26
2,156.36,23
3,104.816,25
4,115.287,24
5,125.671,27
6,61.51,30
7,108.349,28
8,98.518,29
9,89.075,31
10,156.088,33
11,90.414,32
