imageJ_ID,Area,sample_ID.group
1,62.206,43
2,101.939,45
3,87.414,42
4,66.663,44
5,89.469,41
6,92.534,50
7,118.715,47
8,101.114,48
9,112.65,49
10,100.608,46
11,96.921,55
12,90.988,54
13,112.417,52
14,94.709,53
15,119.131,51
18,103.862,59
19,114.814,58
20,125.335,57
21,103.768,60
22,118.944,56
