imageJ_ID,Area,sample_ID.group
1,104.746,1
2,102.152,2
3,84.599,3
4,59.243,4
5,86.103,5
6,128.117,8
7,97.581,6
8,76.055,7
10,58.377,9
11,85.486,10
12,97.032,12
13,82.621,13
14,87.409,14
15,58.715,11
16,63.604,15
17,86.881,19
18,81.083,18
19,63.532,20
20,94.415,17
21,74.513,16
