date,bag,sample,type,hardening,temperature,0,1,2,3,4
20240813,49,B1,blank,immune,18C,27377,28418,27702,28779,27920
20240813,49,1,sample,immune,18C,29980,40901,64966,97251,128336
20240813,49,2,sample,immune,18C,29174,55060,88451,136342,168103
20240813,49,3,sample,immune,18C,30057,45166,76172,107588,148201
20240813,49,4,sample,immune,18C,29918,40196,60918,91799,118421
20240813,49,5,sample,immune,18C,29400,32727,37669,41055,47899
20240813,49,21,sample,immune,42C,31934,40062,47326,52402,55940
20240813,49,22,sample,immune,42C,29891,111145,114266,156231,175912
20240813,49,23,sample,immune,42C,29791,40258,50316,54270,60078
20240813,49,24,sample,immune,42C,30145,37101,42663,45415,48063
20240813,49,25,sample,immune,42C,28832,49643,61123,73780,78989
20240813,49,B4,blank,immune,42C,28422,30449,30760,31107,32009
20240813,49,B2,blank,immune,18C,28366,29006,28746,29317,30256
20240813,49,6,sample,immune,18C,29661,45509,66503,86698,111492
20240813,49,7,sample,immune,18C,27826,53891,84035,124432,179688
20240813,49,8,sample,immune,18C,29298,45710,94966,115033,143543
20240813,49,9,sample,immune,18C,30368,57541,105494,163450,209444
20240813,49,10,sample,immune,18C,29827,42105,68683,90629,111358
20240813,49,26,sample,immune,42C,29617,44880,57074,61606,67478
20240813,49,27,sample,immune,42C,30476,63422,87714,105923,111256
20240813,49,28,sample,immune,42C,29996,85877,112961,133982,158174
20240813,49,29,sample,immune,42C,29915,120001,140724,158539,179939
20240813,49,30,sample,immune,42C,29733,83895,99965,112459,126272
20240813,49,B5,blank,immune,42C,28274,28643,28810,29066,29382
20240813,49,B3,blank,immune,18C,29070,29594,29552,29189,30351
20240813,49,11,sample,immune,18C,29660,37273,42637,46977,57259
20240813,49,12,sample,immune,18C,29736,46523,114902,190433,254442
20240813,49,13,sample,immune,18C,29963,67648,132914,197980,250462
20240813,49,14,sample,immune,18C,30042,53405,94325,135288,187291
20240813,49,15,sample,immune,18C,29916,60613,112593,166387,223744
20240813,49,31,sample,immune,42C,30010,64751,90567,107179,129138
20240813,49,32,sample,immune,42C,29787,84832,119850,141556,156308
20240813,49,33,sample,immune,42C,29851,40619,49210,53641,57637
20240813,49,34,sample,immune,42C,30179,71600,94534,111306,132903
20240813,49,35,sample,immune,42C,29661,43269,50918,53874,54773
20240813,49,B6,blank,immune,42C,29706,36239,36317,36011,36395
20240813,49,16,sample,immune,18C,28909,50174,92036,143880,191884
20240813,49,17,sample,immune,18C,29281,31093,47513,43791,51240
20240813,49,18,sample,immune,18C,29752,33162,40714,49640,53131
20240813,49,19,sample,immune,18C,32437,51533,88539,128760,172233
20240813,49,20,sample,immune,18C,30181,38748,68678,109408,139744
20240813,49,36,sample,immune,42C,30415,69980,89472,106996,116222
20240813,49,37,sample,immune,42C,30114,41826,62536,75559,86516
20240813,49,38,sample,immune,42C,29918,41533,50025,54185,58159
20240813,49,39,sample,immune,42C,29812,79990,94377,109290,123315
20240813,49,40,sample,immune,42C,29320,107723,147352,171158,200491
20240815,76,B1,blank,fresh-water-temperature,18C,24819,25093,24935,24667,24870
20240815,76,1,sample,fresh-water-temperature,18C,25634,38531,58461,75452,124737
20240815,76,2,sample,fresh-water-temperature,18C,26802,38920,63987,91879,137029
20240815,76,3,sample,fresh-water-temperature,18C,27170,31434,41438,50237,61918
20240815,76,4,sample,fresh-water-temperature,18C,26583,29762,46453,57689,80625
20240815,76,5,sample,fresh-water-temperature,18C,26464,29879,35863,50676,59175
20240815,76,21,sample,fresh-water-temperature,42C,26429,44786,61189,76694,88429
20240815,76,22,sample,fresh-water-temperature,42C,26604,35218,57559,82602,104141
20240815,76,23,sample,fresh-water-temperature,42C,25861,32432,39905,46222,49743
20240815,76,24,sample,fresh-water-temperature,42C,26869,31942,38020,41947,44214
20240815,76,25,sample,fresh-water-temperature,42C,26298,30906,36601,40081,43071
20240815,76,B4,blank,fresh-water-temperature,42C,26587,27216,27954,27726,28801
20240815,76,B2,blank,fresh-water-temperature,18C,25926,25916,26112,26282,26484
20240815,76,6,sample,fresh-water-temperature,18C,26520,38293,40007,71999,107631
20240815,76,7,sample,fresh-water-temperature,18C,24823,27204,28406,32970,37115
20240815,76,8,sample,fresh-water-temperature,18C,26529,30159,43633,51757,67471
20240815,76,9,sample,fresh-water-temperature,18C,27019,28652,31574,32654,36967
20240815,76,10,sample,fresh-water-temperature,18C,26691,39464,39923,102711,145717
20240815,76,26,sample,fresh-water-temperature,42C,26578,33422,54263,75625,92274
20240815,76,27,sample,fresh-water-temperature,42C,27261,32317,39562,44414,49168
20240815,76,28,sample,fresh-water-temperature,42C,27070,44948,66767,80978,94756
20240815,76,29,sample,fresh-water-temperature,42C,27620,32197,38212,42305,45314
20240815,76,30,sample,fresh-water-temperature,42C,26839,33646,40419,44896,47639
20240815,76,B5,blank,fresh-water-temperature,42C,26157,26170,26667,26894,27467
20240815,76,B3,blank,fresh-water-temperature,18C,26650,26587,27657,28190,28371
20240815,76,11,sample,fresh-water-temperature,18C,26870,35075,48002,73975,100014
20240815,76,12,sample,fresh-water-temperature,18C,26908,32682,42424,52918,67483
20240815,76,13,sample,fresh-water-temperature,18C,26746,34588,45469,58917,73743
20240815,76,14,sample,fresh-water-temperature,18C,27242,33426,41969,45635,65205
20240815,76,15,sample,fresh-water-temperature,18C,27237,35167,45530,58794,74916
20240815,76,31,sample,fresh-water-temperature,42C,27388,37152,56395,70727,87931
20240815,76,32,sample,fresh-water-temperature,42C,26979,38453,58146,77475,95383
20240815,76,33,sample,fresh-water-temperature,42C,26822,32131,39213,43473,46940
20240815,76,34,sample,fresh-water-temperature,42C,27176,32556,53100,76915,98304
20240815,76,35,sample,fresh-water-temperature,42C,26564,33682,39407,48286,57333
20240815,76,B6,blank,fresh-water-temperature,42C,26641,27068,27394,27162,27331
20240815,76,16,sample,fresh-water-temperature,18C,26375,28837,35067,36312,39886
20240815,76,17,sample,fresh-water-temperature,18C,26791,32073,41126,49388,62415
20240815,76,18,sample,fresh-water-temperature,18C,27002,34526,35655,53533,74306
20240815,76,19,sample,fresh-water-temperature,18C,26786,29596,31883,43897,51528
20240815,76,20,sample,fresh-water-temperature,18C,26855,39768,59333,94540,143636
20240815,76,36,sample,fresh-water-temperature,42C,27494,33456,39914,43920,46697
20240815,76,37,sample,fresh-water-temperature,42C,27027,36177,57936,80442,103063
20240815,76,38,sample,fresh-water-temperature,42C,27225,33191,48049,61425,74284
20240815,76,39,sample,fresh-water-temperature,42C,26729,38828,74343,100201,134604
20240815,76,40,sample,fresh-water-temperature,42C,26687,34142,42574,47525,50647
