imageJ_ID,Area,sample_ID.group
1,101.213,63
2,110.029,62
3,98.535,64
4,107.108,61
5,110.001,65
6,70.012,69
7,92.495,68
8,105.466,67
9,90.826,70
10,113.57,66
12,96.877,74
13,105.665,72
14,109.528,71
15,77.025,73
16,90.278,75
17,92.694,78
18,99.693,79
19,44.178,80
20,104.456,77
21,84.028,76
