imageJ_ID,Area,sample_ID.group
1,60.809,43
2,86.56,42
3,101.286,45
4,65.577,44
5,88.595,41
6,92.004,50
7,99.622,48
8,116.932,47
9,109.809,49
10,99.825,46
11,95.722,55
12,89.584,54
13,111.503,52
14,117.947,51
15,92.898,53
16,102.955,59
17,113.163,58
18,124.246,57
19,102.35,60
20,117.023,56
