imageJ_ID,Area,sample_ID.group
1,25.733,1
2,24.323,2
3,20.872,3
4,14.613,5
5,21.429,4
6,23.957,6
7,18.189,7
8,26.805,8
9,14.37,9
10,21.233,10
11,23.791,12
12,20.371,13
13,21.539,14
14,13.845,11
15,15.728,15
16,21.582,19
17,19.562,18
18,15.614,20
19,22.091,17
20,16.945,16
