imageJ_ID,Area,sample_ID.group
1,122.078,14
2,100.656,16
3,142.904,15
4,120.733,13
5,165.075,18
6,195.276,17
7,109.886,19
8,152.797,20
9,103.949,24
10,183.204,21
11,172.907,23
