imageJ_ID,Area,sample_ID.group
1,211.688,1
2,183.861,3
3,194.349,2
4,124.956,4
5,297.767,5
6,143.734,6
7,153.249,8
8,107.619,7
9,190.928,10
10,153.814,11
11,128.728,12
