imageJ_ID,Area,sample_ID.group
1,202.34,61
2,123.395,63
3,108.468,64
4,130.464,62
5,177.084,65
6,168.391,66
7,101.502,67
8,104.558,68
9,90.795,69
10,94.316,71
11,139.26,70
