imageJ_ID,Area,sample_ID.group
1,182.952,38
2,161.375,37
3,141.596,39
4,106.443,40
5,148.475,43
6,143.817,41
7,111.951,42
8,234.262,44
9,154.19,45
10,120.231,46
11,143.45,47
