experiment_dir,source_file,source_name,plate_id,time_hr,read_datetime,actual_temperature,excitation_emission,row_id,col_id,well_id,sample_label,treatment,shell_color,treatment_group,size_mm,weight_mg,family_id_group,sample_id_group,width_mm_measurement,length_mm_measurement,weight_mg_measurement,area_mm2_measurement,area_cm2_measurement,is_blank,exclude_from_analysis,exclude_reason,layout_status,duplicate_timepoint,value,delta_value,mean_blank_value,normalized_value,value_initial,meas_norm_area_mm2_measurement,paper_metabolism_area_mm2_measurement,meas_norm_area_cm2_measurement,paper_metabolism_area_cm2_measurement
20260401-clam-36C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260401-clam-36C-C-vs-S/plate-K-T3.5.txt,plate-K-T3.5.txt,k,3.5,2026-04-01T12:02:29Z,26.4,"528/20,528/20",A,2,A2,NA,SELECTED,NA,SELECTED,NA,NA,BLUE,50,NA,NA,NA,NA,1.092,FALSE,TRUE,volume loss,parsed_table,FALSE,814,-207,218,3.7339449541284404,NA,NA,NA,745.4212454212453,NA
20260401-clam-36C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260401-clam-36C-C-vs-S/plate-K-T4.0.txt,plate-K-T4.0.txt,k,4,2026-04-01T12:33:43Z,26.4,"528/20,528/20",A,2,A2,NA,SELECTED,NA,SELECTED,NA,NA,BLUE,50,NA,NA,NA,NA,1.092,FALSE,TRUE,volume loss,parsed_table,FALSE,832,18,222,3.7477477477477477,NA,NA,NA,761.9047619047618,NA
20260401-clam-36C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260401-clam-36C-C-vs-S/plate-K-T0.0.txt,plate-K-T0.0.txt,k,0,2026-04-01T07:38:44Z,23.1,"528/20,528/20",A,3,A3,NA,CONTROL,NA,CONTROL,NA,NA,TWEED,51,NA,NA,NA,NA,1.084,FALSE,FALSE,NA,parsed_table,FALSE,342,0,205,1.6682926829268292,342,NA,NA,315.4981549815498,0.9225092250922509
20260401-clam-36C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260401-clam-36C-C-vs-S/plate-K-T0.5.txt,plate-K-T0.5.txt,k,0.5,2026-04-01T08:10:41Z,24,"528/20,528/20",A,3,A3,NA,CONTROL,NA,CONTROL,NA,NA,TWEED,51,NA,NA,NA,NA,1.084,FALSE,FALSE,NA,parsed_table,FALSE,1243,901,204,6.0931372549019605,342,NA,NA,1146.6789667896678,3.3528624759931804
20260401-clam-36C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260401-clam-36C-C-vs-S/plate-K-T1.0.txt,plate-K-T1.0.txt,k,1,2026-04-01T08:41:50Z,24.7,"528/20,528/20",A,3,A3,NA,CONTROL,NA,CONTROL,NA,NA,TWEED,51,NA,NA,NA,NA,1.084,FALSE,FALSE,NA,parsed_table,FALSE,1987,744,205,9.692682926829269,342,NA,NA,1833.0258302583024,5.3597246498780775
20260401-clam-36C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260401-clam-36C-C-vs-S/plate-K-T1.5.txt,plate-K-T1.5.txt,k,1.5,2026-04-01T09:15:06Z,25.3,"528/20,528/20",A,3,A3,NA,CONTROL,NA,CONTROL,NA,NA,TWEED,51,NA,NA,NA,NA,1.084,FALSE,FALSE,NA,parsed_table,FALSE,2856,869,206,13.864077669902912,342,NA,NA,2634.6863468634683,7.703761248138796
20260401-clam-36C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260401-clam-36C-C-vs-S/plate-K-T2.0.txt,plate-K-T2.0.txt,k,2,2026-04-01T09:45:55Z,25.5,"528/20,528/20",A,3,A3,NA,CONTROL,NA,CONTROL,NA,NA,TWEED,51,NA,NA,NA,NA,1.084,FALSE,FALSE,NA,parsed_table,FALSE,4680,1824,208,22.5,342,NA,NA,4317.343173431734,12.6238104486308
20260401-clam-36C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260401-clam-36C-C-vs-S/plate-K-T2.5.txt,plate-K-T2.5.txt,k,2.5,2026-04-01T10:19:22Z,25.7,"528/20,528/20",A,3,A3,NA,CONTROL,NA,CONTROL,NA,NA,TWEED,51,NA,NA,NA,NA,1.084,FALSE,FALSE,NA,parsed_table,FALSE,5820,1140,213,27.323943661971832,342,NA,NA,5369.0036900369,15.698841198938304
20260401-clam-36C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260401-clam-36C-C-vs-S/plate-K-T3.0.txt,plate-K-T3.0.txt,k,3,2026-04-01T11:27:59Z,26.2,"528/20,528/20",A,3,A3,NA,CONTROL,NA,CONTROL,NA,NA,TWEED,51,NA,NA,NA,NA,1.084,FALSE,FALSE,NA,parsed_table,FALSE,8228,2408,217,37.91705069124424,342,NA,NA,7590.40590405904,22.194169310114155
20260401-clam-36C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260401-clam-36C-C-vs-S/plate-K-T3.5.txt,plate-K-T3.5.txt,k,3.5,2026-04-01T12:02:29Z,26.4,"528/20,528/20",A,3,A3,NA,CONTROL,NA,CONTROL,NA,NA,TWEED,51,NA,NA,NA,NA,1.084,FALSE,FALSE,NA,parsed_table,FALSE,9074,846,218,41.62385321100918,342,NA,NA,8370.848708487085,24.476165814289722
20260401-clam-36C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260401-clam-36C-C-vs-S/plate-K-T4.0.txt,plate-K-T4.0.txt,k,4,2026-04-01T12:33:43Z,26.4,"528/20,528/20",A,3,A3,NA,CONTROL,NA,CONTROL,NA,NA,TWEED,51,NA,NA,NA,NA,1.084,FALSE,FALSE,NA,parsed_table,FALSE,9176,102,222,41.333333333333336,342,NA,NA,8464.944649446494,24.75130014458039
20260401-clam-36C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260401-clam-36C-C-vs-S/plate-K-T0.0.txt,plate-K-T0.0.txt,k,0,2026-04-01T07:38:44Z,23.1,"528/20,528/20",A,4,A4,NA,CONTROL,NA,CONTROL,NA,NA,BLUE,52,NA,NA,NA,NA,0.766,FALSE,FALSE,NA,parsed_table,FALSE,269,0,205,1.3121951219512196,269,NA,NA,351.1749347258486,1.3054830287206267
20260401-clam-36C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260401-clam-36C-C-vs-S/plate-K-T0.5.txt,plate-K-T0.5.txt,k,0.5,2026-04-01T08:10:41Z,24,"528/20,528/20",A,4,A4,NA,CONTROL,NA,CONTROL,NA,NA,BLUE,52,NA,NA,NA,NA,0.766,FALSE,FALSE,NA,parsed_table,FALSE,1343,1074,204,6.583333333333333,269,NA,NA,1753.2637075718014,6.517708950081047
20260401-clam-36C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260401-clam-36C-C-vs-S/plate-K-T1.0.txt,plate-K-T1.0.txt,k,1,2026-04-01T08:41:50Z,24.7,"528/20,528/20",A,4,A4,NA,CONTROL,NA,CONTROL,NA,NA,BLUE,52,NA,NA,NA,NA,0.766,FALSE,FALSE,NA,parsed_table,FALSE,2698,1355,205,13.160975609756097,269,NA,NA,3522.1932114882507,13.09365506129461
20260401-clam-36C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260401-clam-36C-C-vs-S/plate-K-T1.5.txt,plate-K-T1.5.txt,k,1.5,2026-04-01T09:15:06Z,25.3,"528/20,528/20",A,4,A4,NA,CONTROL,NA,CONTROL,NA,NA,BLUE,52,NA,NA,NA,NA,0.766,FALSE,FALSE,NA,parsed_table,FALSE,5257,2559,206,25.519417475728154,269,NA,NA,6862.924281984334,25.512729672804216
20260401-clam-36C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260401-clam-36C-C-vs-S/plate-K-T2.0.txt,plate-K-T2.0.txt,k,2,2026-04-01T09:45:55Z,25.5,"528/20,528/20",A,4,A4,NA,CONTROL,NA,CONTROL,NA,NA,BLUE,52,NA,NA,NA,NA,0.766,FALSE,FALSE,NA,parsed_table,FALSE,6552,1295,208,31.5,269,NA,NA,8553.524804177545,31.797489978355188
20260401-clam-36C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260401-clam-36C-C-vs-S/plate-K-T2.5.txt,plate-K-T2.5.txt,k,2.5,2026-04-01T10:19:22Z,25.7,"528/20,528/20",A,4,A4,NA,CONTROL,NA,CONTROL,NA,NA,BLUE,52,NA,NA,NA,NA,0.766,FALSE,FALSE,NA,parsed_table,FALSE,8193,1641,213,38.46478873239437,269,NA,NA,10695.822454308094,39.76142176322711
20260401-clam-36C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260401-clam-36C-C-vs-S/plate-K-T3.0.txt,plate-K-T3.0.txt,k,3,2026-04-01T11:27:59Z,26.2,"528/20,528/20",A,4,A4,NA,CONTROL,NA,CONTROL,NA,NA,BLUE,52,NA,NA,NA,NA,0.766,FALSE,FALSE,NA,parsed_table,FALSE,9477,1284,217,43.672811059907836,269,NA,NA,12372.062663185377,45.99279800440661
20260401-clam-36C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260401-clam-36C-C-vs-S/plate-K-T3.5.txt,plate-K-T3.5.txt,k,3.5,2026-04-01T12:02:29Z,26.4,"528/20,528/20",A,4,A4,NA,CONTROL,NA,CONTROL,NA,NA,BLUE,52,NA,NA,NA,NA,0.766,FALSE,FALSE,NA,parsed_table,FALSE,10225,748,218,46.903669724770644,269,NA,NA,13348.563968668406,49.622914381666945
20260401-clam-36C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260401-clam-36C-C-vs-S/plate-K-T4.0.txt,plate-K-T4.0.txt,k,4,2026-04-01T12:33:43Z,26.4,"528/20,528/20",A,4,A4,NA,CONTROL,NA,CONTROL,NA,NA,BLUE,52,NA,NA,NA,NA,0.766,FALSE,FALSE,NA,parsed_table,FALSE,10392,167,222,46.810810810810814,269,NA,NA,13566.579634464752,50.43338154076116
20260401-clam-36C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260401-clam-36C-C-vs-S/plate-K-T0.0.txt,plate-K-T0.0.txt,k,0,2026-04-01T07:38:44Z,23.1,"528/20,528/20",B,1,B1,NA,SELECTED,NA,SELECTED,NA,NA,TWEED,53,NA,NA,NA,NA,1.406,FALSE,FALSE,NA,parsed_table,FALSE,326,0,205,1.5902439024390245,326,NA,NA,231.8634423897582,0.7112375533428166
20260401-clam-36C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260401-clam-36C-C-vs-S/plate-K-T0.5.txt,plate-K-T0.5.txt,k,0.5,2026-04-01T08:10:41Z,24,"528/20,528/20",B,1,B1,NA,SELECTED,NA,SELECTED,NA,NA,TWEED,53,NA,NA,NA,NA,1.406,FALSE,FALSE,NA,parsed_table,FALSE,1046,720,204,5.127450980392157,326,NA,NA,743.9544807965862,2.2820689594987305
20260401-clam-36C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260401-clam-36C-C-vs-S/plate-K-T1.0.txt,plate-K-T1.0.txt,k,1,2026-04-01T08:41:50Z,24.7,"528/20,528/20",B,1,B1,NA,SELECTED,NA,SELECTED,NA,NA,TWEED,53,NA,NA,NA,NA,1.406,FALSE,FALSE,NA,parsed_table,FALSE,2079,1033,205,10.141463414634146,326,NA,NA,1478.6628733997156,4.535775685275201
20260401-clam-36C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260401-clam-36C-C-vs-S/plate-K-T1.5.txt,plate-K-T1.5.txt,k,1.5,2026-04-01T09:15:06Z,25.3,"528/20,528/20",B,1,B1,NA,SELECTED,NA,SELECTED,NA,NA,TWEED,53,NA,NA,NA,NA,1.406,FALSE,FALSE,NA,parsed_table,FALSE,3321,1242,206,16.12135922330097,326,NA,NA,2362.0199146514938,7.245459860894152
20260401-clam-36C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260401-clam-36C-C-vs-S/plate-K-T2.0.txt,plate-K-T2.0.txt,k,2,2026-04-01T09:45:55Z,25.5,"528/20,528/20",B,1,B1,NA,SELECTED,NA,SELECTED,NA,NA,TWEED,53,NA,NA,NA,NA,1.406,FALSE,FALSE,NA,parsed_table,FALSE,4454,1133,208,21.41346153846154,326,NA,NA,3167.852062588905,9.71733761530339
20260401-clam-36C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260401-clam-36C-C-vs-S/plate-K-T2.5.txt,plate-K-T2.5.txt,k,2.5,2026-04-01T10:19:22Z,25.7,"528/20,528/20",B,1,B1,NA,SELECTED,NA,SELECTED,NA,NA,TWEED,53,NA,NA,NA,NA,1.406,FALSE,FALSE,NA,parsed_table,FALSE,5451,997,213,25.591549295774648,326,NA,NA,3876.955903271693,11.892502770772065
20260401-clam-36C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260401-clam-36C-C-vs-S/plate-K-T3.0.txt,plate-K-T3.0.txt,k,3,2026-04-01T11:27:59Z,26.2,"528/20,528/20",B,1,B1,NA,SELECTED,NA,SELECTED,NA,NA,TWEED,53,NA,NA,NA,NA,1.406,FALSE,FALSE,NA,parsed_table,FALSE,7731,2280,217,35.62672811059908,326,NA,NA,5498.577524893315,16.866802223599127
20260401-clam-36C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260401-clam-36C-C-vs-S/plate-K-T3.5.txt,plate-K-T3.5.txt,k,3.5,2026-04-01T12:02:29Z,26.4,"528/20,528/20",B,1,B1,NA,SELECTED,NA,SELECTED,NA,NA,TWEED,53,NA,NA,NA,NA,1.406,FALSE,FALSE,NA,parsed_table,FALSE,8150,419,218,37.38532110091743,326,NA,NA,5796.586059743955,17.780938833570413
20260401-clam-36C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260401-clam-36C-C-vs-S/plate-K-T4.0.txt,plate-K-T4.0.txt,k,4,2026-04-01T12:33:43Z,26.4,"528/20,528/20",B,1,B1,NA,SELECTED,NA,SELECTED,NA,NA,TWEED,53,NA,NA,NA,NA,1.406,FALSE,FALSE,NA,parsed_table,FALSE,8870,720,222,39.95495495495496,326,NA,NA,6308.6770981507825,19.351770239726328
20260401-clam-36C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260401-clam-36C-C-vs-S/plate-K-T0.0.txt,plate-K-T0.0.txt,k,0,2026-04-01T07:38:44Z,23.1,"528/20,528/20",B,2,B2,NA,SELECTED,NA,SELECTED,NA,NA,BLUE,54,NA,NA,NA,NA,1.162,FALSE,FALSE,NA,parsed_table,FALSE,428,0,205,2.0878048780487806,428,NA,NA,368.33046471600693,0.8605851979345955
20260401-clam-36C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260401-clam-36C-C-vs-S/plate-K-T0.5.txt,plate-K-T0.5.txt,k,0.5,2026-04-01T08:10:41Z,24,"528/20,528/20",B,2,B2,NA,SELECTED,NA,SELECTED,NA,NA,BLUE,54,NA,NA,NA,NA,1.162,FALSE,FALSE,NA,parsed_table,FALSE,927,499,204,4.544117647058823,428,NA,NA,797.7624784853701,1.863931024498528
20260401-clam-36C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260401-clam-36C-C-vs-S/plate-K-T1.0.txt,plate-K-T1.0.txt,k,1,2026-04-01T08:41:50Z,24.7,"528/20,528/20",B,2,B2,NA,SELECTED,NA,SELECTED,NA,NA,BLUE,54,NA,NA,NA,NA,1.162,FALSE,FALSE,NA,parsed_table,FALSE,1775,848,205,8.658536585365853,428,NA,NA,1527.538726333907,3.569015715733428
20260401-clam-36C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260401-clam-36C-C-vs-S/plate-K-T1.5.txt,plate-K-T1.5.txt,k,1.5,2026-04-01T09:15:06Z,25.3,"528/20,528/20",B,2,B2,NA,SELECTED,NA,SELECTED,NA,NA,BLUE,54,NA,NA,NA,NA,1.162,FALSE,FALSE,NA,parsed_table,FALSE,3262,1487,206,15.83495145631068,428,NA,NA,2807.2289156626507,6.558946064632361
20260401-clam-36C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260401-clam-36C-C-vs-S/plate-K-T2.0.txt,plate-K-T2.0.txt,k,2,2026-04-01T09:45:55Z,25.5,"528/20,528/20",B,2,B2,NA,SELECTED,NA,SELECTED,NA,NA,BLUE,54,NA,NA,NA,NA,1.162,FALSE,FALSE,NA,parsed_table,FALSE,4370,1108,208,21.009615384615383,428,NA,NA,3760.757314974183,8.786816156481734
20260401-clam-36C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260401-clam-36C-C-vs-S/plate-K-T2.5.txt,plate-K-T2.5.txt,k,2.5,2026-04-01T10:19:22Z,25.7,"528/20,528/20",B,2,B2,NA,SELECTED,NA,SELECTED,NA,NA,BLUE,54,NA,NA,NA,NA,1.162,FALSE,FALSE,NA,parsed_table,FALSE,5538,1168,213,26,428,NA,NA,4765.9208261617905,11.135329033088295
20260401-clam-36C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260401-clam-36C-C-vs-S/plate-K-T3.0.txt,plate-K-T3.0.txt,k,3,2026-04-01T11:27:59Z,26.2,"528/20,528/20",B,2,B2,NA,SELECTED,NA,SELECTED,NA,NA,BLUE,54,NA,NA,NA,NA,1.162,FALSE,FALSE,NA,parsed_table,FALSE,7611,2073,217,35.07373271889401,428,NA,NA,6549.913941480207,15.30353724644908
20260401-clam-36C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260401-clam-36C-C-vs-S/plate-K-T3.5.txt,plate-K-T3.5.txt,k,3.5,2026-04-01T12:02:29Z,26.4,"528/20,528/20",B,2,B2,NA,SELECTED,NA,SELECTED,NA,NA,BLUE,54,NA,NA,NA,NA,1.162,FALSE,FALSE,NA,parsed_table,FALSE,8416,805,218,38.60550458715596,428,NA,NA,7242.685025817556,16.922161275274664
20260401-clam-36C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260401-clam-36C-C-vs-S/plate-K-T4.0.txt,plate-K-T4.0.txt,k,4,2026-04-01T12:33:43Z,26.4,"528/20,528/20",B,2,B2,NA,SELECTED,NA,SELECTED,NA,NA,BLUE,54,NA,NA,NA,NA,1.162,FALSE,FALSE,NA,parsed_table,FALSE,8810,394,222,39.68468468468468,428,NA,NA,7581.755593803787,17.71438222851352
20260401-clam-36C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260401-clam-36C-C-vs-S/plate-K-T0.0.txt,plate-K-T0.0.txt,k,0,2026-04-01T07:38:44Z,23.1,"528/20,528/20",B,3,B3,NA,CONTROL,NA,CONTROL,NA,NA,TWEED,55,NA,NA,NA,NA,0.701,FALSE,FALSE,NA,parsed_table,FALSE,249,0,205,1.2146341463414634,249,NA,NA,355.206847360913,1.4265335235378032
20260401-clam-36C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260401-clam-36C-C-vs-S/plate-K-T0.5.txt,plate-K-T0.5.txt,k,0.5,2026-04-01T08:10:41Z,24,"528/20,528/20",B,3,B3,NA,CONTROL,NA,CONTROL,NA,NA,TWEED,55,NA,NA,NA,NA,0.701,FALSE,FALSE,NA,parsed_table,FALSE,817,568,204,4.004901960784314,249,NA,NA,1165.4778887303853,4.680634091286688
20260401-clam-36C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260401-clam-36C-C-vs-S/plate-K-T1.0.txt,plate-K-T1.0.txt,k,1,2026-04-01T08:41:50Z,24.7,"528/20,528/20",B,3,B3,NA,CONTROL,NA,CONTROL,NA,NA,TWEED,55,NA,NA,NA,NA,0.701,FALSE,FALSE,NA,parsed_table,FALSE,1988,1171,205,9.697560975609756,249,NA,NA,2835.9486447931527,11.389351987121096
20260401-clam-36C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260401-clam-36C-C-vs-S/plate-K-T1.5.txt,plate-K-T1.5.txt,k,1.5,2026-04-01T09:15:06Z,25.3,"528/20,528/20",B,3,B3,NA,CONTROL,NA,CONTROL,NA,NA,TWEED,55,NA,NA,NA,NA,0.701,FALSE,FALSE,NA,parsed_table,FALSE,3359,1371,206,16.305825242718445,249,NA,NA,4791.726105563481,19.243879942022012
20260401-clam-36C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260401-clam-36C-C-vs-S/plate-K-T2.0.txt,plate-K-T2.0.txt,k,2,2026-04-01T09:45:55Z,25.5,"528/20,528/20",B,3,B3,NA,CONTROL,NA,CONTROL,NA,NA,TWEED,55,NA,NA,NA,NA,0.701,FALSE,FALSE,NA,parsed_table,FALSE,4519,1160,208,21.72596153846154,249,NA,NA,6446.5049928673325,25.88957828460776
20260401-clam-36C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260401-clam-36C-C-vs-S/plate-K-T2.5.txt,plate-K-T2.5.txt,k,2.5,2026-04-01T10:19:22Z,25.7,"528/20,528/20",B,3,B3,NA,CONTROL,NA,CONTROL,NA,NA,TWEED,55,NA,NA,NA,NA,0.701,FALSE,FALSE,NA,parsed_table,FALSE,5505,986,213,25.845070422535212,249,NA,NA,7853.067047075607,31.53842187580565
20260401-clam-36C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260401-clam-36C-C-vs-S/plate-K-T3.0.txt,plate-K-T3.0.txt,k,3,2026-04-01T11:27:59Z,26.2,"528/20,528/20",B,3,B3,NA,CONTROL,NA,CONTROL,NA,NA,TWEED,55,NA,NA,NA,NA,0.701,FALSE,FALSE,NA,parsed_table,FALSE,6834,1329,217,31.493087557603687,249,NA,NA,9748.930099857347,39.1523297183026
20260401-clam-36C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260401-clam-36C-C-vs-S/plate-K-T3.5.txt,plate-K-T3.5.txt,k,3.5,2026-04-01T12:02:29Z,26.4,"528/20,528/20",B,3,B3,NA,CONTROL,NA,CONTROL,NA,NA,TWEED,55,NA,NA,NA,NA,0.701,FALSE,FALSE,NA,parsed_table,FALSE,7581,747,218,34.77522935779817,249,NA,NA,10814.550641940086,43.43193028891601
20260401-clam-36C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260401-clam-36C-C-vs-S/plate-K-T4.0.txt,plate-K-T4.0.txt,k,4,2026-04-01T12:33:43Z,26.4,"528/20,528/20",B,3,B3,NA,CONTROL,NA,CONTROL,NA,NA,TWEED,55,NA,NA,NA,NA,0.701,FALSE,FALSE,NA,parsed_table,FALSE,8171,590,222,36.806306306306304,249,NA,NA,11656.20542082739,46.81206996316221
20260401-clam-36C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260401-clam-36C-C-vs-S/plate-K-T0.0.txt,plate-K-T0.0.txt,k,0,2026-04-01T07:38:44Z,23.1,"528/20,528/20",B,4,B4,NA,CONTROL,NA,CONTROL,NA,NA,BLUE,56,NA,NA,NA,NA,1.396,FALSE,FALSE,NA,parsed_table,FALSE,491,0,205,2.395121951219512,491,NA,NA,351.71919770773644,0.7163323782234957
20260401-clam-36C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260401-clam-36C-C-vs-S/plate-K-T0.5.txt,plate-K-T0.5.txt,k,0.5,2026-04-01T08:10:41Z,24,"528/20,528/20",B,4,B4,NA,CONTROL,NA,CONTROL,NA,NA,BLUE,56,NA,NA,NA,NA,1.396,FALSE,FALSE,NA,parsed_table,FALSE,3597,3106,204,17.63235294117647,491,NA,NA,2576.6475644699144,5.247754713788012
20260401-clam-36C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260401-clam-36C-C-vs-S/plate-K-T1.0.txt,plate-K-T1.0.txt,k,1,2026-04-01T08:41:50Z,24.7,"528/20,528/20",B,4,B4,NA,CONTROL,NA,CONTROL,NA,NA,BLUE,56,NA,NA,NA,NA,1.396,FALSE,FALSE,NA,parsed_table,FALSE,6376,2779,205,31.102439024390243,491,NA,NA,4567.335243553009,9.302108439008164
20260401-clam-36C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260401-clam-36C-C-vs-S/plate-K-T1.5.txt,plate-K-T1.5.txt,k,1.5,2026-04-01T09:15:06Z,25.3,"528/20,528/20",B,4,B4,NA,CONTROL,NA,CONTROL,NA,NA,BLUE,56,NA,NA,NA,NA,1.396,FALSE,FALSE,NA,parsed_table,FALSE,9123,2747,206,44.286407766990294,491,NA,NA,6535.100286532952,13.309776550983608
20260401-clam-36C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260401-clam-36C-C-vs-S/plate-K-T2.0.txt,plate-K-T2.0.txt,k,2,2026-04-01T09:45:55Z,25.5,"528/20,528/20",B,4,B4,NA,CONTROL,NA,CONTROL,NA,NA,BLUE,56,NA,NA,NA,NA,1.396,FALSE,FALSE,NA,parsed_table,FALSE,10625,1502,208,51.08173076923077,491,NA,NA,7611.031518624643,15.501082522657114
20260401-clam-36C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260401-clam-36C-C-vs-S/plate-K-T2.5.txt,plate-K-T2.5.txt,k,2.5,2026-04-01T10:19:22Z,25.7,"528/20,528/20",B,4,B4,NA,CONTROL,NA,CONTROL,NA,NA,BLUE,56,NA,NA,NA,NA,1.396,FALSE,FALSE,NA,parsed_table,FALSE,11620,995,213,54.55399061032864,491,NA,NA,8323.7822349570215,16.952713309484768
20260401-clam-36C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260401-clam-36C-C-vs-S/plate-K-T3.0.txt,plate-K-T3.0.txt,k,3,2026-04-01T11:27:59Z,26.2,"528/20,528/20",B,4,B4,NA,CONTROL,NA,CONTROL,NA,NA,BLUE,56,NA,NA,NA,NA,1.396,FALSE,FALSE,NA,parsed_table,FALSE,11173,-447,217,51.48847926267281,491,NA,NA,8003.581661891118,16.300573649472746
20260401-clam-36C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260401-clam-36C-C-vs-S/plate-K-T3.5.txt,plate-K-T3.5.txt,k,3.5,2026-04-01T12:02:29Z,26.4,"528/20,528/20",B,4,B4,NA,CONTROL,NA,CONTROL,NA,NA,BLUE,56,NA,NA,NA,NA,1.396,FALSE,FALSE,NA,parsed_table,FALSE,10984,-189,218,50.38532110091743,491,NA,NA,7868.194842406877,16.024836746246184
20260401-clam-36C-C-vs-S,/Users/sr320/Documents/GitHub/resazurin-assay-development/data/clam/20260401-clam-36C-C-vs-S/plate-K-T4.0.txt,plate-K-T4.0.txt,k,4,2026-04-01T12:33:43Z,26.4,"528/20,528/20",B,4,B4,NA,CONTROL,NA,CONTROL,NA,NA,BLUE,56,NA,NA,NA,NA,1.396,FALSE,FALSE,NA,parsed_table,FALSE,10747,-237,222,48.409909909909906,491,NA,NA,7698.4240687679085,15.679071423152564
