530/590													
	1	2	3	4	5	6	7	8	9	10	11	12	
A	20196	4240	38256	7668	19207	23670	14077	14502	26447	21422	40492	23183	"530/25,590/35"
B	9004	13019	12014	14148	39551	25222	17942	16837	19121	23103	9875	10127	"530/25,590/35"
C	1439	1459	1511	1623	1638	10	23	0	0	0	1	0	"530/25,590/35"
D	1	0	1	0	0	0	0	0	1	0	1	0	"530/25,590/35"
E	1	0	2	1	1	1	1	1	0	1	0	0	"530/25,590/35"
F	1	3	1	2	1	1	1	1	0	2	1	0	"530/25,590/35"
G	1	2	3	3	1	2	2	1	1	1	1	2	"530/25,590/35"
H	1	2	3	3	1	2	2	1	1	1	1	2	"530/25,590/35"
