trace_id,family_id_group,treatment_group,AUC,n_timepoints,metric
13,tweed,selected,24.893554594973388,9,metabolism_per_area_cm2_measurement
14,blue,selected,25.300666786026248,9,metabolism_per_area_cm2_measurement
15,tweed,control,46.27950639657784,9,metabolism_per_area_cm2_measurement
16,blue,control,52.46288939779142,9,metabolism_per_area_cm2_measurement
17,tweed,selected,42.474274020007265,9,metabolism_per_area_cm2_measurement
18,blue,selected,23.95931100782933,9,metabolism_per_area_cm2_measurement
19,tweed,control,52.839376496215166,9,metabolism_per_area_cm2_measurement
20,blue,control,48.00405117270789,9,metabolism_per_area_cm2_measurement
21,tweed,selected,25.173262949593557,9,metabolism_per_area_cm2_measurement
23,tweed,control,18.159211785270994,9,metabolism_per_area_cm2_measurement
24,blue,control,52.45879855944998,9,metabolism_per_area_cm2_measurement
25,tweed,selected,57.12979689956996,9,metabolism_per_area_cm2_measurement
26,blue,selected,42.85492885900874,9,metabolism_per_area_cm2_measurement
27,tweed,control,63.97179623825983,9,metabolism_per_area_cm2_measurement
28,blue,control,49.35251459049448,9,metabolism_per_area_cm2_measurement
29,tweed,selected,70.18427130812005,9,metabolism_per_area_cm2_measurement
30,blue,selected,64.09750429838259,9,metabolism_per_area_cm2_measurement
31,tweed,control,45.90541632971334,9,metabolism_per_area_cm2_measurement
32,blue,control,74.63249647358647,9,metabolism_per_area_cm2_measurement
33,tweed,selected,56.50950401701486,9,metabolism_per_area_cm2_measurement
34,blue,selected,59.27564930481421,9,metabolism_per_area_cm2_measurement
36,blue,control,90.93066099114733,9,metabolism_per_area_cm2_measurement
37,tweed,selected,40.454254070832995,9,metabolism_per_area_cm2_measurement
38,blue,selected,48.925012669005184,9,metabolism_per_area_cm2_measurement
39,tweed,control,47.68586519964352,9,metabolism_per_area_cm2_measurement
40,blue,control,53.84175423561076,9,metabolism_per_area_cm2_measurement
42,blue,selected,44.70386494904095,9,metabolism_per_area_cm2_measurement
43,tweed,control,31.2062431610332,9,metabolism_per_area_cm2_measurement
44,blue,control,89.68120331731984,9,metabolism_per_area_cm2_measurement
45,tweed,selected,24.955753276400245,9,metabolism_per_area_cm2_measurement
46,blue,selected,68.98250862104783,9,metabolism_per_area_cm2_measurement
47,tweed,control,40.50253799824994,9,metabolism_per_area_cm2_measurement
49,tweed,selected,51.86181922561419,9,metabolism_per_area_cm2_measurement
51,tweed,control,48.332957013780664,9,metabolism_per_area_cm2_measurement
52,blue,control,113.72045026321538,9,metabolism_per_area_cm2_measurement
53,tweed,selected,37.25404941392877,9,metabolism_per_area_cm2_measurement
54,blue,selected,33.177864344152475,9,metabolism_per_area_cm2_measurement
55,tweed,control,93.86174879399998,9,metabolism_per_area_cm2_measurement
56,blue,control,47.47519613295095,9,metabolism_per_area_cm2_measurement
58,blue,selected,45.91635214841814,9,metabolism_per_area_cm2_measurement
59,tweed,control,40.823167548931984,9,metabolism_per_area_cm2_measurement
60,blue,control,71.03139974665784,9,metabolism_per_area_cm2_measurement
61,tweed,selected,104.44825089568371,9,metabolism_per_area_cm2_measurement
62,blue,selected,50.008402741694574,9,metabolism_per_area_cm2_measurement
63,tweed,control,57.9806818288934,9,metabolism_per_area_cm2_measurement
65,tweed,selected,44.56482350674434,9,metabolism_per_area_cm2_measurement
66,blue,selected,73.99374939710759,9,metabolism_per_area_cm2_measurement
67,tweed,control,60.99363766113639,9,metabolism_per_area_cm2_measurement
68,blue,control,92.97338513474844,9,metabolism_per_area_cm2_measurement
69,tweed,selected,76.83510840086711,9,metabolism_per_area_cm2_measurement
71,tweed,control,36.85076994563175,9,metabolism_per_area_cm2_measurement
72,blue,control,28.77993096930553,9,metabolism_per_area_cm2_measurement
