row_id,col_id,well_id,value,plate_id,time_hr,is_blank,exclude_from_analysis,exclude_reason,family_id_group,sample_id_group,treatment_group,width_mm_measurement,length_mm_measurement,weight_mg_measurement,area_cm2_measurement,value_t0,fold_change,trace_id,mean_blank_fc,corrected_fc,metabolism_per_area_cm2_measurement
C,4,C4,2757,h,0.5,FALSE,FALSE,NA,blue,24,control,NA,NA,NA,1.215,306,9.009803921568627,24,0.9900497512437811,8.019754170324846,6.600620716316746
A,1,A1,3523,h,1,FALSE,FALSE,NA,tweed,13,selected,NA,NA,NA,1.573,368,9.57336956521739,13,0.9950248756218906,8.5783446895955,5.453493127524158
A,2,A2,2133,h,1,FALSE,FALSE,NA,blue,14,selected,NA,NA,NA,1.31,350,6.094285714285714,14,0.9950248756218906,5.099260838663824,3.892565525697575
A,3,A3,1786,h,1,FALSE,FALSE,NA,tweed,15,control,NA,NA,NA,1.105,302,5.913907284768212,15,0.9950248756218906,4.918882409146321,4.4514772933450875
A,4,A4,4031,h,1,FALSE,FALSE,NA,blue,16,control,NA,NA,NA,1.084,310,13.003225806451614,16,0.9950248756218906,12.008200930829723,11.077676135451773
B,1,B1,3800,h,1,FALSE,FALSE,NA,tweed,17,selected,NA,NA,NA,1.234,316,12.025316455696203,17,0.9950248756218906,11.030291580074312,8.938647957920837
B,2,B2,1528,h,1,FALSE,FALSE,NA,blue,18,selected,NA,NA,NA,0.937,309,4.944983818770226,18,0.9950248756218906,3.949958943148336,4.215537826198864
B,3,B3,1846,h,1,FALSE,FALSE,NA,tweed,19,control,NA,NA,NA,0.93,256,7.2109375,19,0.9950248756218906,6.2159126243781095,6.683777015460333
B,4,B4,5884,h,1,FALSE,FALSE,NA,blue,20,control,NA,NA,NA,1.25,336,17.511904761904763,20,0.9950248756218906,16.516879886282872,13.213503909026297
C,1,C1,3283,h,1,FALSE,FALSE,NA,tweed,21,selected,NA,NA,NA,1.584,318,10.323899371069182,21,0.9950248756218906,9.328874495447291,5.889440969348037
C,3,C3,2129,h,1,FALSE,FALSE,NA,tweed,23,control,NA,NA,NA,1.307,317,6.71608832807571,23,0.9950248756218906,5.721063452453819,4.377248242122279
C,4,C4,6132,h,1,FALSE,FALSE,NA,blue,24,control,NA,NA,NA,1.215,306,20.03921568627451,24,0.9950248756218906,19.04419081065262,15.674231119878698
A,1,A1,6382,h,1.5,FALSE,FALSE,NA,tweed,13,selected,NA,NA,NA,1.573,368,17.342391304347824,13,0.9950248756218906,16.347366428725934,10.392477068484382
A,2,A2,3784,h,1.5,FALSE,FALSE,NA,blue,14,selected,NA,NA,NA,1.31,350,10.811428571428571,14,0.9950248756218906,9.816403695806681,7.493437935730291
A,3,A3,5348,h,1.5,FALSE,FALSE,NA,tweed,15,control,NA,NA,NA,1.105,302,17.70860927152318,15,0.9950248756218906,16.71358439590129,15.125415742897095
A,4,A4,5405,h,1.5,FALSE,FALSE,NA,blue,16,control,NA,NA,NA,1.084,310,17.43548387096774,16,0.9950248756218906,16.44045899534585,15.166475087957425
B,1,B1,5925,h,1.5,FALSE,FALSE,NA,tweed,17,selected,NA,NA,NA,1.234,316,18.75,17,0.9950248756218906,17.75497512437811,14.388148399009813
B,2,B2,2591,h,1.5,FALSE,FALSE,NA,blue,18,selected,NA,NA,NA,0.937,309,8.385113268608414,18,0.9950248756218906,7.390088392986524,7.886967335097677
B,3,B3,3591,h,1.5,FALSE,FALSE,NA,tweed,19,control,NA,NA,NA,0.93,256,14.02734375,19,0.9950248756218906,13.03231887437811,14.013246101481837
B,4,B4,8722,h,1.5,FALSE,FALSE,NA,blue,20,control,NA,NA,NA,1.25,336,25.958333333333332,20,0.9950248756218906,24.96330845771144,19.970646766169153
C,1,C1,4472,h,1.5,FALSE,FALSE,NA,tweed,21,selected,NA,NA,NA,1.584,318,14.062893081761006,21,0.9950248756218906,13.067868206139115,8.249916796804996
C,3,C3,2971,h,1.5,FALSE,FALSE,NA,tweed,23,control,NA,NA,NA,1.307,317,9.372239747634069,23,0.9950248756218906,8.377214872012178,6.409498754408706
C,4,C4,7356,h,1.5,FALSE,FALSE,NA,blue,24,control,NA,NA,NA,1.215,306,24.03921568627451,24,0.9950248756218906,23.04419081065262,18.966412189837545
A,1,A1,7725,h,2,FALSE,FALSE,NA,tweed,13,selected,NA,NA,NA,1.573,368,20.991847826086957,13,1.0099502487562189,19.981897577330738,12.703049953802122
A,2,A2,5003,h,2,FALSE,FALSE,NA,blue,14,selected,NA,NA,NA,1.31,350,14.294285714285714,14,1.0099502487562189,13.284335465529495,10.140714095824041
A,3,A3,7070,h,2,FALSE,FALSE,NA,tweed,15,control,NA,NA,NA,1.105,302,23.410596026490065,15,1.0099502487562189,22.400645777733846,20.27207762690846
A,4,A4,6695,h,2,FALSE,FALSE,NA,blue,16,control,NA,NA,NA,1.084,310,21.596774193548388,16,1.0099502487562189,20.58682394479217,18.991535004420818
B,1,B1,7831,h,2,FALSE,FALSE,NA,tweed,17,selected,NA,NA,NA,1.234,316,24.781645569620252,17,1.0099502487562189,23.771695320864033,19.263934619824987
B,2,B2,3490,h,2,FALSE,FALSE,NA,blue,18,selected,NA,NA,NA,0.937,309,11.294498381877023,18,1.0099502487562189,10.284548133120804,10.976038562562223
B,3,B3,5132,h,2,FALSE,FALSE,NA,tweed,19,control,NA,NA,NA,0.93,256,20.046875,19,1.0099502487562189,19.03692475124378,20.469811560477183
B,4,B4,9228,h,2,FALSE,FALSE,NA,blue,20,control,NA,NA,NA,1.25,336,27.464285714285715,20,1.0099502487562189,26.454335465529496,21.163468372423598
C,1,C1,5361,h,2,FALSE,FALSE,NA,tweed,21,selected,NA,NA,NA,1.584,318,16.858490566037737,21,1.0099502487562189,15.848540317281518,10.005391614445402
C,3,C3,4780,h,2,FALSE,FALSE,NA,tweed,23,control,NA,NA,NA,1.307,317,15.078864353312303,23,1.0099502487562189,14.068914104556084,10.764280110601442
C,4,C4,7841,h,2,FALSE,FALSE,NA,blue,24,control,NA,NA,NA,1.215,306,25.624183006535947,24,1.0099502487562189,24.614232757779728,20.258627784180845
A,1,A1,5561,h,2.5,FALSE,FALSE,NA,tweed,13,selected,NA,NA,NA,1.573,368,15.111413043478262,13,44.134328358208954,-29.022915314730692,-18.45067725030559
A,2,A2,7830,h,2.5,FALSE,FALSE,NA,blue,14,selected,NA,NA,NA,1.31,350,22.37142857142857,14,44.134328358208954,-21.762899786780384,-16.61290060059571
A,3,A3,7797,h,2.5,FALSE,FALSE,NA,tweed,15,control,NA,NA,NA,1.105,302,25.81788079470199,15,44.134328358208954,-18.316447563506966,-16.575970645707663
A,4,A4,8477,h,2.5,FALSE,FALSE,NA,blue,16,control,NA,NA,NA,1.084,310,27.34516129032258,16,44.134328358208954,-16.789167067886375,-15.488161501740198
B,1,B1,7779,h,2.5,FALSE,FALSE,NA,tweed,17,selected,NA,NA,NA,1.234,316,24.617088607594937,17,44.134328358208954,-19.517239750614017,-15.816239668244746
B,2,B2,5223,h,2.5,FALSE,FALSE,NA,blue,18,selected,NA,NA,NA,0.937,309,16.902912621359224,18,44.134328358208954,-27.23141573684973,-29.062343369103232
B,3,B3,3665,h,2.5,FALSE,FALSE,NA,tweed,19,control,NA,NA,NA,0.93,256,14.31640625,19,44.134328358208954,-29.817922108208954,-32.06228183678382
B,4,B4,6243,h,2.5,FALSE,FALSE,NA,blue,20,control,NA,NA,NA,1.25,336,18.580357142857142,20,44.134328358208954,-25.55397121535181,-20.44317697228145
C,1,C1,6762,h,2.5,FALSE,FALSE,NA,tweed,21,selected,NA,NA,NA,1.584,318,21.264150943396228,21,44.134328358208954,-22.870177414812726,-14.438243317432276
C,3,C3,210,h,2.5,FALSE,FALSE,NA,tweed,23,control,NA,NA,NA,1.307,317,0.6624605678233438,23,44.134328358208954,-43.47186779038561,-33.260801675888
C,4,C4,8795,h,2.5,FALSE,FALSE,NA,blue,24,control,NA,NA,NA,1.215,306,28.741830065359476,24,44.134328358208954,-15.392498292849478,-12.668722874773232
A,1,A1,9901,h,3,FALSE,FALSE,NA,tweed,13,selected,NA,NA,NA,1.573,368,26.904891304347824,13,1.0497512437810945,25.85514006056673,16.436834113519854
A,2,A2,8093,h,3,FALSE,FALSE,NA,blue,14,selected,NA,NA,NA,1.31,350,23.122857142857143,14,1.0497512437810945,22.073105899076047,16.849699159600036
A,3,A3,9037,h,3,FALSE,FALSE,NA,tweed,15,control,NA,NA,NA,1.105,302,29.923841059602648,15,1.0497512437810945,28.874089815821552,26.13039802336792
A,4,A4,9609,h,3,FALSE,FALSE,NA,blue,16,control,NA,NA,NA,1.084,310,30.996774193548386,16,1.0497512437810945,29.94702294976729,27.626404935209678
B,1,B1,8951,h,3,FALSE,FALSE,NA,tweed,17,selected,NA,NA,NA,1.234,316,28.325949367088608,17,1.0497512437810945,27.276198123307513,22.10388826848259
B,2,B2,5787,h,3,FALSE,FALSE,NA,blue,18,selected,NA,NA,NA,0.937,309,18.728155339805824,18,1.0497512437810945,17.678404096024728,18.86702678337751
B,3,B3,8816,h,3,FALSE,FALSE,NA,tweed,19,control,NA,NA,NA,0.93,256,34.4375,19,1.0497512437810945,33.387748756218905,35.900805114213874
B,4,B4,9863,h,3,FALSE,FALSE,NA,blue,20,control,NA,NA,NA,1.25,336,29.354166666666668,20,1.0497512437810945,28.304415422885572,22.643532338308457
C,1,C1,7593,h,3,FALSE,FALSE,NA,tweed,21,selected,NA,NA,NA,1.584,318,23.87735849056604,21,1.0497512437810945,22.827607246784943,14.41136821135413
C,3,C3,7579,h,3,FALSE,FALSE,NA,tweed,23,control,NA,NA,NA,1.307,317,23.90851735015773,23,1.0497512437810945,22.858766106376635,17.489492047725047
C,4,C4,8619,h,3,FALSE,FALSE,NA,blue,24,control,NA,NA,NA,1.215,306,28.166666666666668,24,1.0497512437810945,27.116915422885572,22.31844890772475
A,1,A1,8541,h,3.5,FALSE,FALSE,NA,tweed,13,selected,NA,NA,NA,1.573,368,23.20923913043478,13,1.054726368159204,22.154512762275576,14.084242061205071
A,2,A2,8782,h,3.5,FALSE,FALSE,NA,blue,14,selected,NA,NA,NA,1.31,350,25.091428571428573,14,1.054726368159204,24.036702203269368,18.348627636083485
A,3,A3,9398,h,3.5,FALSE,FALSE,NA,tweed,15,control,NA,NA,NA,1.105,302,31.119205298013245,15,1.054726368159204,30.06447892985404,27.207673239686915
A,4,A4,9775,h,3.5,FALSE,FALSE,NA,blue,16,control,NA,NA,NA,1.084,310,31.532258064516128,16,1.054726368159204,30.477531696356923,28.11580414793074
B,1,B1,8842,h,3.5,FALSE,FALSE,NA,tweed,17,selected,NA,NA,NA,1.234,316,27.981012658227847,17,1.054726368159204,26.926286290068642,21.82032924640895
B,2,B2,6560,h,3.5,FALSE,FALSE,NA,blue,18,selected,NA,NA,NA,0.937,309,21.22977346278317,18,1.054726368159204,20.175047094623967,21.53153371891565
B,3,B3,9565,h,3.5,FALSE,FALSE,NA,tweed,19,control,NA,NA,NA,0.93,256,37.36328125,19,1.054726368159204,36.3085548818408,39.04145686219441
B,4,B4,9662,h,3.5,FALSE,FALSE,NA,blue,20,control,NA,NA,NA,1.25,336,28.75595238095238,20,1.054726368159204,27.701226012793175,22.16098081023454
C,1,C1,8290,h,3.5,FALSE,FALSE,NA,tweed,21,selected,NA,NA,NA,1.584,318,26.069182389937108,21,1.054726368159204,25.014456021777903,15.791954559203221
C,3,C3,8053,h,3.5,FALSE,FALSE,NA,tweed,23,control,NA,NA,NA,1.307,317,25.40378548895899,23,1.054726368159204,24.349059120799787,18.62973153848492
C,4,C4,8683,h,3.5,FALSE,FALSE,NA,blue,24,control,NA,NA,NA,1.215,306,28.375816993464053,24,1.054726368159204,27.321090625304848,22.486494341814687
A,1,A1,8468,h,4,FALSE,FALSE,NA,tweed,13,selected,NA,NA,NA,1.573,368,23.01086956521739,13,1.0696517412935322,21.941217823923857,13.948644516162656
A,2,A2,8704,h,4,FALSE,FALSE,NA,blue,14,selected,NA,NA,NA,1.31,350,24.86857142857143,14,1.0696517412935322,23.798919687277895,18.167114265097627
A,3,A3,9745,h,4,FALSE,FALSE,NA,tweed,15,control,NA,NA,NA,1.105,302,32.2682119205298,15,1.0696517412935322,31.198560179236267,28.23399111243101
A,4,A4,9590,h,4,FALSE,FALSE,NA,blue,16,control,NA,NA,NA,1.084,310,30.93548387096774,16,1.0696517412935322,29.865832129674207,27.551505654681
B,1,B1,8895,h,4,FALSE,FALSE,NA,tweed,17,selected,NA,NA,NA,1.234,316,28.14873417721519,17,1.0696517412935322,27.079082435921656,21.944151082594534
B,2,B2,7094,h,4,FALSE,FALSE,NA,blue,18,selected,NA,NA,NA,0.937,309,22.957928802588995,18,1.0696517412935322,21.88827706129546,23.359954174274772
B,3,B3,9587,h,4,FALSE,FALSE,NA,tweed,19,control,NA,NA,NA,0.93,256,37.44921875,19,1.0696517412935322,36.379567008706466,39.117813987856415
B,4,B4,10118,h,4,FALSE,FALSE,NA,blue,20,control,NA,NA,NA,1.25,336,30.113095238095237,20,1.0696517412935322,29.043443496801704,23.23475479744136
C,1,C1,8666,h,4,FALSE,FALSE,NA,tweed,21,selected,NA,NA,NA,1.584,318,27.251572327044027,21,1.0696517412935322,26.181920585750493,16.528990268781875
C,3,C3,8659,h,4,FALSE,FALSE,NA,tweed,23,control,NA,NA,NA,1.307,317,27.315457413249213,23,1.0696517412935322,26.24580567195568,20.080953077242295
C,4,C4,8716,h,4,FALSE,FALSE,NA,blue,24,control,NA,NA,NA,1.215,306,28.483660130718953,24,1.0696517412935322,27.41400838942542,22.56296986783985
A,1,A1,279,i,0,FALSE,FALSE,NA,tweed,25,selected,NA,NA,NA,1.201,279,1,25,1,0,0
A,2,A2,431,i,0,FALSE,FALSE,NA,blue,26,selected,NA,NA,NA,1.251,431,1,26,1,0,0
A,3,A3,267,i,0,FALSE,FALSE,NA,tweed,27,control,NA,NA,NA,1.251,267,1,27,1,0,0
A,4,A4,404,i,0,FALSE,FALSE,NA,blue,28,control,NA,NA,NA,1.243,404,1,28,1,0,0
B,1,B1,279,i,0,FALSE,FALSE,NA,tweed,29,selected,NA,NA,NA,1.13,279,1,29,1,0,0
B,2,B2,298,i,0,FALSE,FALSE,NA,blue,30,selected,NA,NA,NA,0.826,298,1,30,1,0,0
B,3,B3,311,i,0,FALSE,FALSE,NA,tweed,31,control,NA,NA,NA,1.064,311,1,31,1,0,0
B,4,B4,262,i,0,FALSE,FALSE,NA,blue,32,control,NA,NA,NA,0.926,262,1,32,1,0,0
C,1,C1,301,i,0,FALSE,FALSE,NA,tweed,33,selected,NA,NA,NA,1.221,301,1,33,1,0,0
C,2,C2,300,i,0,FALSE,FALSE,NA,blue,34,selected,NA,NA,NA,1.367,300,1,34,1,0,0
C,4,C4,303,i,0,FALSE,FALSE,NA,blue,36,control,NA,NA,NA,0.955,303,1,36,1,0,0
A,1,A1,1008,i,0.5,FALSE,FALSE,NA,tweed,25,selected,NA,NA,NA,1.201,279,3.6129032258064515,25,1,2.6129032258064515,2.17560634954742
A,2,A2,1593,i,0.5,FALSE,FALSE,NA,blue,26,selected,NA,NA,NA,1.251,431,3.6960556844547563,26,1,2.6960556844547563,2.155120451202843
A,3,A3,933,i,0.5,FALSE,FALSE,NA,tweed,27,control,NA,NA,NA,1.251,267,3.49438202247191,27,1,2.49438202247191,1.9939104895858595
A,4,A4,2455,i,0.5,FALSE,FALSE,NA,blue,28,control,NA,NA,NA,1.243,404,6.076732673267327,28,1,5.076732673267327,4.084257983320456
B,1,B1,819,i,0.5,FALSE,FALSE,NA,tweed,29,selected,NA,NA,NA,1.13,279,2.935483870967742,29,1,1.935483870967742,1.7128175849272054
B,2,B2,753,i,0.5,FALSE,FALSE,NA,blue,30,selected,NA,NA,NA,0.826,298,2.5268456375838926,30,1,1.5268456375838926,1.848481401433284
B,3,B3,930,i,0.5,FALSE,FALSE,NA,tweed,31,control,NA,NA,NA,1.064,311,2.990353697749196,31,1,1.990353697749196,1.8706331745763118
B,4,B4,1228,i,0.5,FALSE,FALSE,NA,blue,32,control,NA,NA,NA,0.926,262,4.687022900763359,32,1,3.687022900763359,3.981666199528465
C,1,C1,1113,i,0.5,FALSE,FALSE,NA,tweed,33,selected,NA,NA,NA,1.221,301,3.697674418604651,33,1,2.697674418604651,2.2093975582347674
C,2,C2,1072,i,0.5,FALSE,FALSE,NA,blue,34,selected,NA,NA,NA,1.367,300,3.5733333333333333,34,1,2.5733333333333333,1.88246769080712
C,4,C4,1772,i,0.5,FALSE,FALSE,NA,blue,36,control,NA,NA,NA,0.955,303,5.848184818481848,36,1,4.848184818481848,5.07663331778204
A,1,A1,2220,i,1,FALSE,FALSE,NA,tweed,25,selected,NA,NA,NA,1.201,279,7.956989247311828,25,1.0047846889952152,6.9522045583166125,5.788679898681608
A,2,A2,2913,i,1,FALSE,FALSE,NA,blue,26,selected,NA,NA,NA,1.251,431,6.758700696055684,26,1.0047846889952152,5.753916007060469,4.599453243053932
A,3,A3,1527,i,1,FALSE,FALSE,NA,tweed,27,control,NA,NA,NA,1.251,267,5.719101123595506,27,1.0047846889952152,4.71431643460029,3.7684383969626625
A,4,A4,4886,i,1,FALSE,FALSE,NA,blue,28,control,NA,NA,NA,1.243,404,12.094059405940595,28,1.0047846889952152,11.08927471694538,8.921379498749298
B,1,B1,2423,i,1,FALSE,FALSE,NA,tweed,29,selected,NA,NA,NA,1.13,279,8.684587813620071,29,1.0047846889952152,7.679803124624856,6.796285950995449
B,2,B2,1427,i,1,FALSE,FALSE,NA,blue,30,selected,NA,NA,NA,0.826,298,4.7885906040268456,30,1.0047846889952152,3.78380591503163,4.580878831757421
B,3,B3,1431,i,1,FALSE,FALSE,NA,tweed,31,control,NA,NA,NA,1.064,311,4.601286173633441,31,1.0047846889952152,3.5965014846382255,3.380170568269009
B,4,B4,2689,i,1,FALSE,FALSE,NA,blue,32,control,NA,NA,NA,0.926,262,10.263358778625955,32,1.0047846889952152,9.25857408963074,9.99846013999
C,1,C1,2037,i,1,FALSE,FALSE,NA,tweed,33,selected,NA,NA,NA,1.221,301,6.767441860465116,33,1.0047846889952152,5.7626571714699,4.7196209430547915
C,2,C2,2559,i,1,FALSE,FALSE,NA,blue,34,selected,NA,NA,NA,1.367,300,8.53,34,1.0047846889952152,7.525215311004784,5.504912444041539
C,4,C4,4486,i,1,FALSE,FALSE,NA,blue,36,control,NA,NA,NA,0.955,303,14.805280528052805,36,1.0047846889952152,13.80049583905759,14.450780983306377
A,1,A1,3473,i,1.5,FALSE,FALSE,NA,tweed,25,selected,NA,NA,NA,1.201,279,12.448028673835125,25,0.9856459330143541,11.462382740820772,9.544032257136362
A,2,A2,4846,i,1.5,FALSE,FALSE,NA,blue,26,selected,NA,NA,NA,1.251,431,11.243619489559165,26,0.9856459330143541,10.257973556544812,8.199818990043815
A,3,A3,3739,i,1.5,FALSE,FALSE,NA,tweed,27,control,NA,NA,NA,1.251,267,14.00374531835206,27,0.9856459330143541,13.018099385337706,10.406154584602485
A,4,A4,5860,i,1.5,FALSE,FALSE,NA,blue,28,control,NA,NA,NA,1.243,404,14.504950495049505,28,0.9856459330143541,13.51930456203515,10.876351216440185
B,1,B1,4657,i,1.5,FALSE,FALSE,NA,tweed,29,selected,NA,NA,NA,1.13,279,16.691756272401435,29,0.9856459330143541,15.706110339387081,13.899212689723083
B,2,B2,3133,i,1.5,FALSE,FALSE,NA,blue,30,selected,NA,NA,NA,0.826,298,10.513422818791947,30,0.9856459330143541,9.527776885777593,11.534838844767062
B,3,B3,2055,i,1.5,FALSE,FALSE,NA,tweed,31,control,NA,NA,NA,1.064,311,6.607717041800643,31,0.9856459330143541,5.6220711087862885,5.283901418032226
B,4,B4,4077,i,1.5,FALSE,FALSE,NA,blue,32,control,NA,NA,NA,0.926,262,15.561068702290076,32,0.9856459330143541,14.575422769275722,15.740197375027776
C,1,C1,3915,i,1.5,FALSE,FALSE,NA,tweed,33,selected,NA,NA,NA,1.221,301,13.006644518272426,33,0.9856459330143541,12.020998585258072,9.845207686534046
C,2,C2,3901,i,1.5,FALSE,FALSE,NA,blue,34,selected,NA,NA,NA,1.367,300,13.003333333333334,34,0.9856459330143541,12.01768740031898,8.791285589114104
C,4,C4,7007,i,1.5,FALSE,FALSE,NA,blue,36,control,NA,NA,NA,0.955,303,23.125412541254125,36,0.9856459330143541,22.13976660823977,23.183001684020702
A,1,A1,4349,i,2,FALSE,FALSE,NA,tweed,25,selected,NA,NA,NA,1.201,279,15.587813620071685,25,0.9904306220095693,14.597382998062116,12.15435720071783
A,2,A2,6999,i,2,FALSE,FALSE,NA,blue,26,selected,NA,NA,NA,1.251,431,16.238979118329468,26,0.9904306220095693,15.248548496319899,12.189087527034292
A,3,A3,6278,i,2,FALSE,FALSE,NA,tweed,27,control,NA,NA,NA,1.251,267,23.51310861423221,27,0.9904306220095693,22.52267799222264,18.003739402256308
A,4,A4,8043,i,2,FALSE,FALSE,NA,blue,28,control,NA,NA,NA,1.243,404,19.90841584158416,28,0.9904306220095693,18.91798521957459,15.219618036664995
B,1,B1,6396,i,2,FALSE,FALSE,NA,tweed,29,selected,NA,NA,NA,1.13,279,22.9247311827957,29,0.9904306220095693,21.93430056078613,19.410885452023127
B,2,B2,4216,i,2,FALSE,FALSE,NA,blue,30,selected,NA,NA,NA,0.826,298,14.14765100671141,30,0.9904306220095693,13.15722038470184,15.928838238137823
B,3,B3,2811,i,2,FALSE,FALSE,NA,tweed,31,control,NA,NA,NA,1.064,311,9.038585209003216,31,0.9904306220095693,8.048154586993647,7.564055062963954
B,4,B4,4548,i,2,FALSE,FALSE,NA,blue,32,control,NA,NA,NA,0.926,262,17.358778625954198,32,0.9904306220095693,16.36834800394463,17.67640173212163
C,1,C1,5500,i,2,FALSE,FALSE,NA,tweed,33,selected,NA,NA,NA,1.221,301,18.272425249169434,33,0.9904306220095693,17.281994627159865,14.153967753611681
C,2,C2,6802,i,2,FALSE,FALSE,NA,blue,34,selected,NA,NA,NA,1.367,300,22.673333333333332,34,0.9904306220095693,21.682902711323763,15.86166986929317
C,4,C4,7578,i,2,FALSE,FALSE,NA,blue,36,control,NA,NA,NA,0.955,303,25.00990099009901,36,0.9904306220095693,24.01947036808944,25.151277872344963
A,1,A1,5655,i,2.5,FALSE,FALSE,NA,tweed,25,selected,NA,NA,NA,1.201,279,20.268817204301076,25,1,19.268817204301076,16.043977688843526
A,2,A2,8191,i,2.5,FALSE,FALSE,NA,blue,26,selected,NA,NA,NA,1.251,431,19.004640371229698,26,1,18.004640371229698,14.392198538153236
A,3,A3,7930,i,2.5,FALSE,FALSE,NA,tweed,27,control,NA,NA,NA,1.251,267,29.700374531835205,27,1,28.700374531835205,22.941946068613277
A,4,A4,8557,i,2.5,FALSE,FALSE,NA,blue,28,control,NA,NA,NA,1.243,404,21.18069306930693,28,1,20.18069306930693,16.235473104832604
B,1,B1,7788,i,2.5,FALSE,FALSE,NA,tweed,29,selected,NA,NA,NA,1.13,279,27.913978494623656,29,1,26.913978494623656,23.817680083737752
B,2,B2,5446,i,2.5,FALSE,FALSE,NA,blue,30,selected,NA,NA,NA,0.826,298,18.2751677852349,30,1,17.2751677852349,20.914246713359443
B,3,B3,3726,i,2.5,FALSE,FALSE,NA,tweed,31,control,NA,NA,NA,1.064,311,11.980707395498392,31,1,10.980707395498392,10.320213717573676
B,4,B4,6313,i,2.5,FALSE,FALSE,NA,blue,32,control,NA,NA,NA,0.926,262,24.095419847328245,32,1,23.095419847328245,24.941058150462467
C,1,C1,7107,i,2.5,FALSE,FALSE,NA,tweed,33,selected,NA,NA,NA,1.221,301,23.611295681063122,33,1,22.611295681063122,18.518669681460377
C,2,C2,9119,i,2.5,FALSE,FALSE,NA,blue,34,selected,NA,NA,NA,1.367,300,30.39666666666667,34,1,29.39666666666667,21.504511094854916
C,4,C4,8860,i,2.5,FALSE,FALSE,NA,blue,36,control,NA,NA,NA,0.955,303,29.24092409240924,36,1,28.24092409240924,29.571648264302873
A,1,A1,9014,i,3,FALSE,FALSE,NA,tweed,25,selected,NA,NA,NA,1.201,279,32.308243727598565,25,1.014354066985646,31.29388966061292,26.05652761083507
A,2,A2,9610,i,3,FALSE,FALSE,NA,blue,26,selected,NA,NA,NA,1.251,431,22.296983758700698,26,1.014354066985646,21.28262969171505,17.012493758365352
