row_id,col_id,well_id,value,plate_id,time_hr,is_blank,exclude_from_analysis,exclude_reason,family_id_group,sample_id_group,treatment_group,width_mm_measurement,length_mm_measurement,weight_mg_measurement,area_cm2_measurement,value_t0,fold_change,trace_id,mean_blank_fc,corrected_fc,metabolism_per_area_cm2_measurement
A,3,A3,9546,i,3,FALSE,FALSE,NA,tweed,27,control,NA,NA,NA,1.251,267,35.752808988764045,27,1.014354066985646,34.7384549217784,27.768549098144206
A,4,A4,9137,i,3,FALSE,FALSE,NA,blue,28,control,NA,NA,NA,1.243,404,22.616336633663366,28,1.014354066985646,21.60198256667772,17.37890793779382
B,1,B1,9523,i,3,FALSE,FALSE,NA,tweed,29,selected,NA,NA,NA,1.13,279,34.132616487455195,29,1.014354066985646,33.11826242046955,29.30819683227394
B,2,B2,7039,i,3,FALSE,FALSE,NA,blue,30,selected,NA,NA,NA,0.826,298,23.620805369127517,30,1.014354066985646,22.60645130214187,27.3685851115519
B,3,B3,7971,i,3,FALSE,FALSE,NA,tweed,31,control,NA,NA,NA,1.064,311,25.630225080385852,31,1.014354066985646,24.615871013400206,23.135217117857334
B,4,B4,7634,i,3,FALSE,FALSE,NA,blue,32,control,NA,NA,NA,0.926,262,29.137404580152673,32,1.014354066985646,28.123050513167026,30.370464917027025
C,1,C1,9154,i,3,FALSE,FALSE,NA,tweed,33,selected,NA,NA,NA,1.221,301,30.411960132890364,33,1.014354066985646,29.397606065904718,24.076663444639408
C,2,C2,10838,i,3,FALSE,FALSE,NA,blue,34,selected,NA,NA,NA,1.367,300,36.126666666666665,34,1.014354066985646,35.11231259968102,25.685671250681068
C,4,C4,9796,i,3,FALSE,FALSE,NA,blue,36,control,NA,NA,NA,0.955,303,32.33003300330033,36,1.014354066985646,31.315678936314683,32.79128684430857
A,1,A1,9682,i,3.5,FALSE,FALSE,NA,tweed,25,selected,NA,NA,NA,1.201,279,34.702508960573475,25,1.0191387559808613,33.68337020459261,28.046103417645803
A,2,A2,10083,i,3.5,FALSE,FALSE,NA,blue,26,selected,NA,NA,NA,1.251,431,23.394431554524363,26,1.0191387559808613,22.3752927985435,17.885925498436055
A,3,A3,9823,i,3.5,FALSE,FALSE,NA,tweed,27,control,NA,NA,NA,1.251,267,36.79026217228464,27,1.0191387559808613,35.77112341630378,28.59402351423164
A,4,A4,9199,i,3.5,FALSE,FALSE,NA,blue,28,control,NA,NA,NA,1.243,404,22.769801980198018,28,1.0191387559808613,21.750663224217156,17.498522304277678
B,1,B1,9758,i,3.5,FALSE,FALSE,NA,tweed,29,selected,NA,NA,NA,1.13,279,34.97491039426523,29,1.0191387559808613,33.95577163828437,30.049355432110062
B,2,B2,7618,i,3.5,FALSE,FALSE,NA,blue,30,selected,NA,NA,NA,0.826,298,25.563758389261746,30,1.0191387559808613,24.544619633280885,29.71503587564272
B,3,B3,9004,i,3.5,FALSE,FALSE,NA,tweed,31,control,NA,NA,NA,1.064,311,28.95176848874598,31,1.0191387559808613,27.93262973276512,26.252471553350674
B,4,B4,7737,i,3.5,FALSE,FALSE,NA,blue,32,control,NA,NA,NA,0.926,262,29.53053435114504,32,1.0191387559808613,28.511395595164178,30.78984405525289
C,1,C1,9875,i,3.5,FALSE,FALSE,NA,tweed,33,selected,NA,NA,NA,1.221,301,32.80730897009967,33,1.0191387559808613,31.788170214118807,26.034537439900742
C,2,C2,11013,i,3.5,FALSE,FALSE,NA,blue,34,selected,NA,NA,NA,1.367,300,36.71,34,1.0191387559808613,35.69086124401914,26.108896301403906
C,4,C4,10220,i,3.5,FALSE,FALSE,NA,blue,36,control,NA,NA,NA,0.955,303,33.72937293729373,36,1.0191387559808613,32.71023418131287,34.25155411655798
A,1,A1,9971,i,4,FALSE,FALSE,NA,tweed,25,selected,NA,NA,NA,1.201,279,35.738351254480285,25,1.0287081339712918,34.70964312050899,28.900618751464606
A,2,A2,10446,i,4,FALSE,FALSE,NA,blue,26,selected,NA,NA,NA,1.251,431,24.23665893271462,26,1.0287081339712918,23.207950798743326,18.551519423455897
A,3,A3,9939,i,4,FALSE,FALSE,NA,tweed,27,control,NA,NA,NA,1.251,267,37.2247191011236,27,1.0287081339712918,36.196010967152304,28.933661844246448
A,4,A4,8943,i,4,FALSE,FALSE,NA,blue,28,control,NA,NA,NA,1.243,404,22.136138613861387,28,1.0287081339712918,21.107430479890095,16.981038197819867
B,1,B1,9981,i,4,FALSE,FALSE,NA,tweed,29,selected,NA,NA,NA,1.13,279,35.774193548387096,29,1.0287081339712918,34.7454854144158,30.748217180898944
B,2,B2,8333,i,4,FALSE,FALSE,NA,blue,30,selected,NA,NA,NA,0.826,298,27.963087248322147,30,1.0287081339712918,26.934379114350854,32.60820716023106
B,3,B3,9588,i,4,FALSE,FALSE,NA,tweed,31,control,NA,NA,NA,1.064,311,30.829581993569132,31,1.0287081339712918,29.80087385959784,28.00834009360699
B,4,B4,7920,i,4,FALSE,FALSE,NA,blue,32,control,NA,NA,NA,0.926,262,30.229007633587788,32,1.0287081339712918,29.200299499616495,31.53380075552537
C,1,C1,10204,i,4,FALSE,FALSE,NA,tweed,33,selected,NA,NA,NA,1.221,301,33.90033222591362,33,1.0287081339712918,32.87162409194233,26.92188705318782
C,2,C2,11145,i,4,FALSE,FALSE,NA,blue,34,selected,NA,NA,NA,1.367,300,37.15,34,1.0287081339712918,36.121291866028706,26.423768738865185
C,4,C4,10373,i,4,FALSE,FALSE,NA,blue,36,control,NA,NA,NA,0.955,303,34.23432343234323,36,1.0287081339712918,33.20561529837194,34.770277799342345
A,1,A1,374,j,0,FALSE,FALSE,NA,tweed,37,selected,NA,NA,NA,1.376,374,1,37,1,0,0
A,2,A2,402,j,0,FALSE,FALSE,NA,blue,38,selected,NA,NA,NA,1.276,402,1,38,1,0,0
A,3,A3,253,j,0,FALSE,FALSE,NA,tweed,39,control,NA,NA,NA,0.858,253,1,39,1,0,0
A,4,A4,395,j,0,FALSE,FALSE,NA,blue,40,control,NA,NA,NA,1.083,395,1,40,1,0,0
B,2,B2,305,j,0,FALSE,FALSE,NA,blue,42,selected,NA,NA,NA,1.163,305,1,42,1,0,0
B,3,B3,366,j,0,FALSE,FALSE,NA,tweed,43,control,NA,NA,NA,1.15,366,1,43,1,0,0
B,4,B4,381,j,0,FALSE,FALSE,NA,blue,44,control,NA,NA,NA,0.918,381,1,44,1,0,0
C,1,C1,407,j,0,FALSE,FALSE,NA,tweed,45,selected,NA,NA,NA,1.867,407,1,45,1,0,0
C,2,C2,355,j,0,FALSE,FALSE,NA,blue,46,selected,NA,NA,NA,1.13,355,1,46,1,0,0
C,3,C3,290,j,0,FALSE,FALSE,NA,tweed,47,control,NA,NA,NA,1.027,290,1,47,1,0,0
A,1,A1,1654,j,0.5,FALSE,FALSE,NA,tweed,37,selected,NA,NA,NA,1.376,374,4.422459893048129,37,1.0046948356807512,3.4177650573673777,2.483840884714664
A,2,A2,1639,j,0.5,FALSE,FALSE,NA,blue,38,selected,NA,NA,NA,1.276,402,4.077114427860696,38,1.0046948356807512,3.072419592179945,2.407852344968609
A,3,A3,1119,j,0.5,FALSE,FALSE,NA,tweed,39,control,NA,NA,NA,0.858,253,4.4229249011857705,39,1.0046948356807512,3.4182300655050195,3.9839511252972257
A,4,A4,2354,j,0.5,FALSE,FALSE,NA,blue,40,control,NA,NA,NA,1.083,395,5.959493670886076,40,1.0046948356807512,4.954798835205325,4.575068176551547
B,2,B2,878,j,0.5,FALSE,FALSE,NA,blue,42,selected,NA,NA,NA,1.163,305,2.878688524590164,42,1.0046948356807512,1.8739936889094129,1.6113445304466145
B,3,B3,935,j,0.5,FALSE,FALSE,NA,tweed,43,control,NA,NA,NA,1.15,366,2.5546448087431695,43,1.0046948356807512,1.5499499730624182,1.347782585271668
B,4,B4,1931,j,0.5,FALSE,FALSE,NA,blue,44,control,NA,NA,NA,0.918,381,5.0682414698162725,44,1.0046948356807512,4.0635466341355215,4.426521387947191
C,1,C1,3216,j,0.5,FALSE,FALSE,NA,tweed,45,selected,NA,NA,NA,1.867,407,7.901719901719901,45,1.0046948356807512,6.89702506603915,3.6941751826669256
C,2,C2,1559,j,0.5,FALSE,FALSE,NA,blue,46,selected,NA,NA,NA,1.13,355,4.391549295774648,46,1.0046948356807512,3.386854460093897,2.9972163363662805
C,3,C3,954,j,0.5,FALSE,FALSE,NA,tweed,47,control,NA,NA,NA,1.027,290,3.2896551724137932,47,1.0046948356807512,2.284960336733042,2.224888351249311
A,1,A1,2979,j,1,FALSE,FALSE,NA,tweed,37,selected,NA,NA,NA,1.376,374,7.96524064171123,37,0.9859154929577465,6.9793251487534835,5.072183974384799
A,2,A2,3962,j,1,FALSE,FALSE,NA,blue,38,selected,NA,NA,NA,1.276,402,9.855721393034825,38,0.9859154929577465,8.869805900077079,6.951258542380156
A,3,A3,1352,j,1,FALSE,FALSE,NA,tweed,39,control,NA,NA,NA,0.858,253,5.3438735177865615,39,0.9859154929577465,4.357958024828815,5.07920515714314
A,4,A4,5136,j,1,FALSE,FALSE,NA,blue,40,control,NA,NA,NA,1.083,395,13.00253164556962,40,0.9859154929577465,12.016616152611874,11.095675117831833
B,2,B2,1621,j,1,FALSE,FALSE,NA,blue,42,selected,NA,NA,NA,1.163,305,5.314754098360655,42,0.9859154929577465,4.328838605402909,3.722131217027437
B,3,B3,1291,j,1,FALSE,FALSE,NA,tweed,43,control,NA,NA,NA,1.15,366,3.5273224043715845,43,0.9859154929577465,2.541406911413838,2.2099190534033375
B,4,B4,5538,j,1,FALSE,FALSE,NA,blue,44,control,NA,NA,NA,0.918,381,14.535433070866143,44,0.9859154929577465,13.549517577908397,14.759823069616989
C,1,C1,6203,j,1,FALSE,FALSE,NA,tweed,45,selected,NA,NA,NA,1.867,407,15.24078624078624,45,0.9859154929577465,14.254870747828495,7.635174476608728
C,2,C2,3995,j,1,FALSE,FALSE,NA,blue,46,selected,NA,NA,NA,1.13,355,11.253521126760564,46,0.9859154929577465,10.267605633802818,9.08637666708214
C,3,C3,1869,j,1,FALSE,FALSE,NA,tweed,47,control,NA,NA,NA,1.027,290,6.444827586206896,47,0.9859154929577465,5.45891209324915,5.315396390700244
A,1,A1,4339,j,1.5,FALSE,FALSE,NA,tweed,37,selected,NA,NA,NA,1.376,374,11.601604278074866,37,0.9812206572769953,10.62038362079787,7.718302049998453
A,2,A2,5881,j,1.5,FALSE,FALSE,NA,blue,38,selected,NA,NA,NA,1.276,402,14.629353233830846,38,0.9812206572769953,13.64813257655385,10.696028665010854
A,3,A3,2062,j,1.5,FALSE,FALSE,NA,tweed,39,control,NA,NA,NA,0.858,253,8.150197628458498,39,0.9812206572769953,7.168976971181503,8.355451015363057
A,4,A4,8298,j,1.5,FALSE,FALSE,NA,blue,40,control,NA,NA,NA,1.083,395,21.00759493670886,40,0.9812206572769953,20.026374279431863,18.49157366521871
B,2,B2,3121,j,1.5,FALSE,FALSE,NA,blue,42,selected,NA,NA,NA,1.163,305,10.232786885245902,42,0.9812206572769953,9.251566227968906,7.954915071340418
B,3,B3,2107,j,1.5,FALSE,FALSE,NA,tweed,43,control,NA,NA,NA,1.15,366,5.756830601092896,43,0.9812206572769953,4.775609943815901,4.152704298970349
B,4,B4,9395,j,1.5,FALSE,FALSE,NA,blue,44,control,NA,NA,NA,0.918,381,24.658792650918635,44,0.9812206572769953,23.67757199364164,25.792562084576947
C,1,C1,6351,j,1.5,FALSE,FALSE,NA,tweed,45,selected,NA,NA,NA,1.867,407,15.604422604422604,45,0.9812206572769953,14.623201947145608,7.832459532482918
C,2,C2,6851,j,1.5,FALSE,FALSE,NA,blue,46,selected,NA,NA,NA,1.13,355,19.298591549295775,46,0.9812206572769953,18.31737089201878,16.210062736299808
C,3,C3,2483,j,1.5,FALSE,FALSE,NA,tweed,47,control,NA,NA,NA,1.027,290,8.562068965517241,47,0.9812206572769953,7.580848308240246,7.381546551353697
A,1,A1,5391,j,2,FALSE,FALSE,NA,tweed,37,selected,NA,NA,NA,1.376,374,14.414438502673796,37,0.9859154929577465,13.42852300971605,9.759101024502945
A,2,A2,6848,j,2,FALSE,FALSE,NA,blue,38,selected,NA,NA,NA,1.276,402,17.034825870646767,38,0.9859154929577465,16.04891037768902,12.57751596997572
A,3,A3,2455,j,2,FALSE,FALSE,NA,tweed,39,control,NA,NA,NA,0.858,253,9.703557312252965,39,0.9859154929577465,8.717641819295219,10.160421700810279
A,4,A4,8636,j,2,FALSE,FALSE,NA,blue,40,control,NA,NA,NA,1.083,395,21.863291139240506,40,0.9859154929577465,20.877375646282758,19.277355167389434
B,2,B2,4257,j,2,FALSE,FALSE,NA,blue,42,selected,NA,NA,NA,1.163,305,13.957377049180328,42,0.9859154929577465,12.971461556222582,11.153449317474275
B,3,B3,2821,j,2,FALSE,FALSE,NA,tweed,43,control,NA,NA,NA,1.15,366,7.7076502732240435,43,0.9859154929577465,6.7217347802662974,5.8449867654489545
B,4,B4,11079,j,2,FALSE,FALSE,NA,blue,44,control,NA,NA,NA,0.918,381,29.078740157480315,44,0.9859154929577465,28.092824664522567,30.602205516909113
C,1,C1,5371,j,2,FALSE,FALSE,NA,tweed,45,selected,NA,NA,NA,1.867,407,13.196560196560197,45,0.9859154929577465,12.210644703602451,6.540248903911329
C,2,C2,8730,j,2,FALSE,FALSE,NA,blue,46,selected,NA,NA,NA,1.13,355,24.591549295774648,46,0.9859154929577465,23.6056338028169,20.889941418422037
C,3,C3,3421,j,2,FALSE,FALSE,NA,tweed,47,control,NA,NA,NA,1.027,290,11.796551724137931,47,0.9859154929577465,10.810636231180185,10.52642281517058
A,1,A1,6287,j,2.5,FALSE,FALSE,NA,tweed,37,selected,NA,NA,NA,1.376,374,16.810160427807485,37,0.9859154929577465,15.82424493484974,11.50017800497801
A,2,A2,8295,j,2.5,FALSE,FALSE,NA,blue,38,selected,NA,NA,NA,1.276,402,20.634328358208954,38,0.9859154929577465,19.648412865251206,15.398442684366149
A,3,A3,3385,j,2.5,FALSE,FALSE,NA,tweed,39,control,NA,NA,NA,0.858,253,13.379446640316205,39,0.9859154929577465,12.393531147358459,14.44467499692128
A,4,A4,7246,j,2.5,FALSE,FALSE,NA,blue,40,control,NA,NA,NA,1.083,395,18.344303797468353,40,0.9859154929577465,17.358388304510605,16.028059376279415
B,2,B2,5079,j,2.5,FALSE,FALSE,NA,blue,42,selected,NA,NA,NA,1.163,305,16.652459016393443,42,0.9859154929577465,15.666543523435697,13.470802685671279
B,3,B3,3657,j,2.5,FALSE,FALSE,NA,tweed,43,control,NA,NA,NA,1.15,366,9.991803278688524,43,0.9859154929577465,9.005887785730778,7.831206770200677
B,4,B4,10903,j,2.5,FALSE,FALSE,NA,blue,44,control,NA,NA,NA,0.918,381,28.616797900262466,44,0.9859154929577465,27.630882407304718,30.099000443687054
C,1,C1,5136,j,2.5,FALSE,FALSE,NA,tweed,45,selected,NA,NA,NA,1.867,407,12.61916461916462,45,0.9859154929577465,11.633249126206874,6.230985070276847
C,2,C2,10276,j,2.5,FALSE,FALSE,NA,blue,46,selected,NA,NA,NA,1.13,355,28.946478873239435,46,0.9859154929577465,27.960563380281688,24.74386139847937
C,3,C3,3961,j,2.5,FALSE,FALSE,NA,tweed,47,control,NA,NA,NA,1.027,290,13.658620689655173,47,0.9859154929577465,12.672705196697427,12.339537679354848
A,1,A1,9090,j,3,FALSE,FALSE,NA,tweed,37,selected,NA,NA,NA,1.376,374,24.3048128342246,37,0.9953051643192489,23.30950766990535,16.940049178710286
A,2,A2,10310,j,3,FALSE,FALSE,NA,blue,38,selected,NA,NA,NA,1.276,402,25.64676616915423,38,0.9953051643192489,24.65146100483498,19.319326806297006
A,3,A3,4560,j,3,FALSE,FALSE,NA,tweed,39,control,NA,NA,NA,0.858,253,18.023715415019762,39,0.9953051643192489,17.028410250700514,19.846631993823443
A,4,A4,6720,j,3,FALSE,FALSE,NA,blue,40,control,NA,NA,NA,1.083,395,17.0126582278481,40,0.9953051643192489,16.01735306352885,14.789799689315652
B,2,B2,7150,j,3,FALSE,FALSE,NA,blue,42,selected,NA,NA,NA,1.163,305,23.442622950819672,42,0.9953051643192489,22.447317786500424,19.30121907695651
B,3,B3,6323,j,3,FALSE,FALSE,NA,tweed,43,control,NA,NA,NA,1.15,366,17.275956284153004,43,0.9953051643192489,16.280651119833756,14.157087930290224
B,4,B4,10713,j,3,FALSE,FALSE,NA,blue,44,control,NA,NA,NA,0.918,381,28.118110236220474,44,0.9953051643192489,27.122805071901226,29.545539294010048
C,1,C1,6200,j,3,FALSE,FALSE,NA,tweed,45,selected,NA,NA,NA,1.867,407,15.233415233415233,45,0.9953051643192489,14.238110069095985,7.626197144668444
C,2,C2,10785,j,3,FALSE,FALSE,NA,blue,46,selected,NA,NA,NA,1.13,355,30.380281690140844,46,0.9953051643192489,29.384976525821596,26.00440400515186
C,3,C3,5214,j,3,FALSE,FALSE,NA,tweed,47,control,NA,NA,NA,1.027,290,17.979310344827585,47,0.9953051643192489,16.984005180508337,16.537492872938987
A,1,A1,9707,j,3.5,FALSE,FALSE,NA,tweed,37,selected,NA,NA,NA,1.376,374,25.954545454545453,37,0.9953051643192489,24.959240290226205,18.138982769059744
A,2,A2,10754,j,3.5,FALSE,FALSE,NA,blue,38,selected,NA,NA,NA,1.276,402,26.751243781094526,38,0.9953051643192489,25.75593861677528,20.18490487208094
A,3,A3,4920,j,3.5,FALSE,FALSE,NA,tweed,39,control,NA,NA,NA,0.858,253,19.446640316205535,39,0.9953051643192489,18.451335151886287,21.50505262457609
A,4,A4,6770,j,3.5,FALSE,FALSE,NA,blue,40,control,NA,NA,NA,1.083,395,17.139240506329113,40,0.9953051643192489,16.143935342009865,14.906680832880761
B,2,B2,7734,j,3.5,FALSE,FALSE,NA,blue,42,selected,NA,NA,NA,1.163,305,25.35737704918033,42,0.9953051643192489,24.36207188486108,20.947611250955358
B,3,B3,7273,j,3.5,FALSE,FALSE,NA,tweed,43,control,NA,NA,NA,1.15,366,19.871584699453553,43,0.9953051643192489,18.876279535134305,16.414156117508092
B,4,B4,10706,j,3.5,FALSE,FALSE,NA,blue,44,control,NA,NA,NA,0.918,381,28.099737532808398,44,0.9953051643192489,27.10443236848915,29.525525455870532
C,1,C1,5551,j,3.5,FALSE,FALSE,NA,tweed,45,selected,NA,NA,NA,1.867,407,13.638820638820638,45,0.9953051643192489,12.64351547450139,6.772102557311939
C,2,C2,10518,j,3.5,FALSE,FALSE,NA,blue,46,selected,NA,NA,NA,1.13,355,29.628169014084506,46,0.9953051643192489,28.632863849765258,25.338817566163947
C,3,C3,5515,j,3.5,FALSE,FALSE,NA,tweed,47,control,NA,NA,NA,1.027,290,19.017241379310345,47,0.9953051643192489,18.021936214991097,17.548136528715773
A,1,A1,9940,j,4,FALSE,FALSE,NA,tweed,37,selected,NA,NA,NA,1.376,374,26.577540106951872,37,0.9953051643192489,25.582234942632624,18.591740510634175
A,2,A2,10982,j,4,FALSE,FALSE,NA,blue,38,selected,NA,NA,NA,1.276,402,27.318407960199004,38,0.9953051643192489,26.323102795879755,20.629390905861875
A,3,A3,5460,j,4,FALSE,FALSE,NA,tweed,39,control,NA,NA,NA,0.858,253,21.58102766798419,39,0.9953051643192489,20.585722503664943,23.99268357070506
A,4,A4,7682,j,4,FALSE,FALSE,NA,blue,40,control,NA,NA,NA,1.083,395,19.448101265822785,40,0.9953051643192489,18.452796101503537,17.038592891508344
B,2,B2,8282,j,4,FALSE,FALSE,NA,blue,42,selected,NA,NA,NA,1.163,305,27.154098360655738,42,0.9953051643192489,26.15879319633649,22.492513496420024
B,3,B3,9165,j,4,FALSE,FALSE,NA,tweed,43,control,NA,NA,NA,1.15,366,25.040983606557376,43,0.9953051643192489,24.045678442238128,20.9092856019462
B,4,B4,10600,j,4,FALSE,FALSE,NA,blue,44,control,NA,NA,NA,0.918,381,27.821522309711288,44,0.9953051643192489,26.82621714539204,29.222458764043616
C,1,C1,5846,j,4,FALSE,FALSE,NA,tweed,45,selected,NA,NA,NA,1.867,407,14.363636363636363,45,0.9953051643192489,13.368331199317115,7.160327369746714
C,2,C2,10538,j,4,FALSE,FALSE,NA,blue,46,selected,NA,NA,NA,1.13,355,29.68450704225352,46,0.9953051643192489,28.689201877934273,25.38867422826042
C,3,C3,5728,j,4,FALSE,FALSE,NA,tweed,47,control,NA,NA,NA,1.027,290,19.751724137931035,47,0.9953051643192489,18.756418973611787,18.2633096140329
A,1,A1,433,k,0,FALSE,FALSE,NA,tweed,49,selected,NA,NA,NA,1.095,433,1,49,1,0,0
A,3,A3,342,k,0,FALSE,FALSE,NA,tweed,51,control,NA,NA,NA,1.084,342,1,51,1,0,0
A,4,A4,269,k,0,FALSE,FALSE,NA,blue,52,control,NA,NA,NA,0.766,269,1,52,1,0,0
B,1,B1,326,k,0,FALSE,FALSE,NA,tweed,53,selected,NA,NA,NA,1.406,326,1,53,1,0,0
B,2,B2,428,k,0,FALSE,FALSE,NA,blue,54,selected,NA,NA,NA,1.162,428,1,54,1,0,0
B,3,B3,249,k,0,FALSE,FALSE,NA,tweed,55,control,NA,NA,NA,0.701,249,1,55,1,0,0
B,4,B4,491,k,0,FALSE,FALSE,NA,blue,56,control,NA,NA,NA,1.396,491,1,56,1,0,0
C,2,C2,340,k,0,FALSE,FALSE,NA,blue,58,selected,NA,NA,NA,1.332,340,1,58,1,0,0
C,3,C3,341,k,0,FALSE,FALSE,NA,tweed,59,control,NA,NA,NA,0.927,341,1,59,1,0,0
C,4,C4,351,k,0,FALSE,FALSE,NA,blue,60,control,NA,NA,NA,1.204,351,1,60,1,0,0
A,1,A1,1596,k,0.5,FALSE,FALSE,NA,tweed,49,selected,NA,NA,NA,1.095,433,3.6859122401847575,49,0.9951219512195122,2.6907902889652453,2.457342729648626
A,3,A3,1243,k,0.5,FALSE,FALSE,NA,tweed,51,control,NA,NA,NA,1.084,342,3.634502923976608,51,0.9951219512195122,2.639380972757096,2.4348532959013798
A,4,A4,1343,k,0.5,FALSE,FALSE,NA,blue,52,control,NA,NA,NA,0.766,269,4.992565055762082,52,0.9951219512195122,3.99744310454257,5.218594131256618
B,1,B1,1046,k,0.5,FALSE,FALSE,NA,tweed,53,selected,NA,NA,NA,1.406,326,3.208588957055215,53,0.9951219512195122,2.2134670058357027,1.574300857635635
B,2,B2,927,k,0.5,FALSE,FALSE,NA,blue,54,selected,NA,NA,NA,1.162,428,2.1658878504672896,54,0.9951219512195122,1.1707658992477774,1.0075438031392232
B,3,B3,817,k,0.5,FALSE,FALSE,NA,tweed,55,control,NA,NA,NA,0.701,249,3.281124497991968,55,0.9951219512195122,2.2860025467724556,3.261059267863703
B,4,B4,3597,k,0.5,FALSE,FALSE,NA,blue,56,control,NA,NA,NA,1.396,491,7.325865580448065,56,0.9951219512195122,6.330743629228553,4.534916639848534
C,2,C2,1015,k,0.5,FALSE,FALSE,NA,blue,58,selected,NA,NA,NA,1.332,340,2.985294117647059,58,0.9951219512195122,1.9901721664275467,1.4941232480687288
C,3,C3,931,k,0.5,FALSE,FALSE,NA,tweed,59,control,NA,NA,NA,0.927,341,2.730205278592375,59,0.9951219512195122,1.735083327372863,1.8717187997549762
C,4,C4,2369,k,0.5,FALSE,FALSE,NA,blue,60,control,NA,NA,NA,1.204,351,6.749287749287749,60,0.9951219512195122,5.754165798068237,4.7792074734786025
A,1,A1,3699,k,1,FALSE,FALSE,NA,tweed,49,selected,NA,NA,NA,1.095,433,8.542725173210162,49,1,7.542725173210162,6.888333491516129
A,3,A3,1987,k,1,FALSE,FALSE,NA,tweed,51,control,NA,NA,NA,1.084,342,5.809941520467836,51,1,4.809941520467836,4.437215424785826
A,4,A4,2698,k,1,FALSE,FALSE,NA,blue,52,control,NA,NA,NA,0.766,269,10.029739776951672,52,1,9.029739776951672,11.788172032573984
B,1,B1,2079,k,1,FALSE,FALSE,NA,tweed,53,selected,NA,NA,NA,1.406,326,6.377300613496932,53,1,5.377300613496932,3.8245381319323846
B,2,B2,1775,k,1,FALSE,FALSE,NA,blue,54,selected,NA,NA,NA,1.162,428,4.147196261682243,54,1,3.147196261682243,2.7084305177988326
B,3,B3,1988,k,1,FALSE,FALSE,NA,tweed,55,control,NA,NA,NA,0.701,249,7.983935742971887,55,1,6.983935742971887,9.962818463583291
B,4,B4,6376,k,1,FALSE,FALSE,NA,blue,56,control,NA,NA,NA,1.396,491,12.985743380855396,56,1,11.985743380855396,8.585776060784669
C,2,C2,2539,k,1,FALSE,FALSE,NA,blue,58,selected,NA,NA,NA,1.332,340,7.4676470588235295,58,1,6.4676470588235295,4.855590885002649
C,3,C3,1795,k,1,FALSE,FALSE,NA,tweed,59,control,NA,NA,NA,0.927,341,5.263929618768328,59,1,4.263929618768328,4.5997083266109255
C,4,C4,5034,k,1,FALSE,FALSE,NA,blue,60,control,NA,NA,NA,1.204,351,14.341880341880342,60,1,13.341880341880342,11.081295965016896
A,1,A1,5169,k,1.5,FALSE,FALSE,NA,tweed,49,selected,NA,NA,NA,1.095,433,11.937644341801386,49,1.0048780487804878,10.932766293020897,9.984261454813605
A,3,A3,2856,k,1.5,FALSE,FALSE,NA,tweed,51,control,NA,NA,NA,1.084,342,8.350877192982455,51,1.0048780487804878,7.345999144201968,6.776751978046095
A,4,A4,5257,k,1.5,FALSE,FALSE,NA,blue,52,control,NA,NA,NA,0.766,269,19.54275092936803,52,1.0048780487804878,18.537872880587543,24.20087843418739
B,1,B1,3321,k,1.5,FALSE,FALSE,NA,tweed,53,selected,NA,NA,NA,1.406,326,10.187116564417177,53,1.0048780487804878,9.18223851563669,6.530752856071615
B,2,B2,3262,k,1.5,FALSE,FALSE,NA,blue,54,selected,NA,NA,NA,1.162,428,7.621495327102804,54,1.0048780487804878,6.616617278322316,5.694162890122476
B,3,B3,3359,k,1.5,FALSE,FALSE,NA,tweed,55,control,NA,NA,NA,0.701,249,13.48995983935743,55,1.0048780487804878,12.485081790576942,17.81038771836939
B,4,B4,9123,k,1.5,FALSE,FALSE,NA,blue,56,control,NA,NA,NA,1.396,491,18.580448065173115,56,1.0048780487804878,17.57557001639263,12.589949868476095
C,2,C2,4264,k,1.5,FALSE,FALSE,NA,blue,58,selected,NA,NA,NA,1.332,340,12.541176470588235,58,1.0048780487804878,11.536298421807746,8.660884701056867
C,3,C3,2584,k,1.5,FALSE,FALSE,NA,tweed,59,control,NA,NA,NA,0.927,341,7.577712609970675,59,1.0048780487804878,6.572834561190187,7.090436419838389
C,4,C4,10008,k,1.5,FALSE,FALSE,NA,blue,60,control,NA,NA,NA,1.204,351,28.512820512820515,60,1.0048780487804878,27.507942464040028,22.84712829239205
A,1,A1,6786,k,2,FALSE,FALSE,NA,tweed,49,selected,NA,NA,NA,1.095,433,15.672055427251733,49,1.0146341463414634,14.65742128091027,13.385772859278786
A,3,A3,4680,k,2,FALSE,FALSE,NA,tweed,51,control,NA,NA,NA,1.084,342,13.68421052631579,51,1.0146341463414634,12.669576379974327,11.687801088537201
A,4,A4,6552,k,2,FALSE,FALSE,NA,blue,52,control,NA,NA,NA,0.766,269,24.356877323420075,52,1.0146341463414634,23.34224317707861,30.472902319945966
B,1,B1,4454,k,2,FALSE,FALSE,NA,tweed,53,selected,NA,NA,NA,1.406,326,13.662576687116564,53,1.0146341463414634,12.647942540775102,8.99569170752141
B,2,B2,4370,k,2,FALSE,FALSE,NA,blue,54,selected,NA,NA,NA,1.162,428,10.210280373831775,54,1.0146341463414634,9.195646227490311,7.913637028821267
B,3,B3,4519,k,2,FALSE,FALSE,NA,tweed,55,control,NA,NA,NA,0.701,249,18.14859437751004,55,1.0146341463414634,17.133960231168576,24.442168660725503
B,4,B4,10625,k,2,FALSE,FALSE,NA,blue,56,control,NA,NA,NA,1.396,491,21.63951120162933,56,1.0146341463414634,20.624877055287865,14.774267231581566
